crossover_proportion,crossover_edges,mutation_prob,elitism_proportion,repeat,seed,best_score,n_nodes,n_edges,in_degree_max,out_degree_max,elapsed_sec,error
0.3,2,0.9,0.1,0,22067,,,,,,39.171562182251364,"float() argument must be a string or a real number, not 'list'"
0.3,2,0.9,0.5,0,16303,,,,,,36.340264515951276,"float() argument must be a string or a real number, not 'list'"
0.3,1,0.8,0.3,2,13183,,,,,,66.37301026796922,"float() argument must be a string or a real number, not 'list'"
0.3,2,0.6,0.2,2,15101,,,,,,48.25884594023228,"float() argument must be a string or a real number, not 'list'"
0.3,2,0.9,0.4,2,21188,,,,,,37.53558096382767,"float() argument must be a string or a real number, not 'list'"
0.3,2,0.9,0.1,1,22068,,,,,,39.6521831410937,"float() argument must be a string or a real number, not 'list'"
0.3,2,0.6,0.4,2,15092,,,,,,47.53149314969778,"float() argument must be a string or a real number, not 'list'"
0.3,2,0.9,0.3,1,17929,,,,,,38.65627112099901,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.6,0.1,1,15938,,,,,,32.841230924241245,"float() argument must be a string or a real number, not 'list'"
0.3,2,0.8,0.5,2,13475,,,,,,41.15719190612435,"float() argument must be a string or a real number, not 'list'"
0.3,2,0.9,0.2,1,21196,,,,,,40.070307991001755,"float() argument must be a string or a real number, not 'list'"
0.3,2,0.9,0.1,2,22069,,,,,,40.97408177284524,"float() argument must be a string or a real number, not 'list'"
0.3,2,0.8,0.3,0,13482,,,,,,43.36875175079331,"float() argument must be a string or a real number, not 'list'"
0.3,1,0.9,0.2,2,18767,,,,,,62.275400396902114,"float() argument must be a string or a real number, not 'list'"
0.3,2,0.9,0.4,0,21186,,,,,,41.237859015353024,"float() argument must be a string or a real number, not 'list'"
0.3,2,1.0,0.4,1,13650,,,,,,37.04115943191573,"float() argument must be a string or a real number, not 'list'"
0.3,1,1.0,0.4,1,19348,,,,,,54.327006311155856,"float() argument must be a string or a real number, not 'list'"
0.3,2,0.7,0.4,1,14746,,,,,,48.12677130801603,"float() argument must be a string or a real number, not 'list'"
0.3,2,1.0,0.3,1,18520,,,,,,38.38219574512914,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.6,0.5,0,19700,,,,,,29.920106687117368,"float() argument must be a string or a real number, not 'list'"
0.3,2,1.0,0.3,0,18519,,,,,,38.80458882311359,"float() argument must be a string or a real number, not 'list'"
0.3,2,1.0,0.2,0,13402,,,,,,39.68600958166644,"float() argument must be a string or a real number, not 'list'"
0.3,2,1.0,0.2,1,13403,,,,,,39.894123567733914,"float() argument must be a string or a real number, not 'list'"
0.3,2,1.0,0.1,1,14275,,,,,,40.202830127906054,"float() argument must be a string or a real number, not 'list'"
0.3,2,1.0,0.1,2,14276,,,,,,40.179000778123736,"float() argument must be a string or a real number, not 'list'"
0.3,2,0.6,0.1,0,15971,,,,,,53.8301460230723,"float() argument must be a string or a real number, not 'list'"
0.3,2,1.0,0.4,2,13651,,,,,,38.658883206080645,"float() argument must be a string or a real number, not 'list'"
0.3,2,0.9,0.2,0,21195,,,,,,43.94162390194833,"float() argument must be a string or a real number, not 'list'"
0.3,2,0.9,0.4,1,21187,,,,,,43.19203526293859,"float() argument must be a string or a real number, not 'list'"
0.3,2,1.0,0.1,0,14274,,,,,,41.83277016505599,"float() argument must be a string or a real number, not 'list'"
0.3,1,1.0,0.1,0,15845,,,,,,59.5373224709183,"float() argument must be a string or a real number, not 'list'"
0.3,1,0.9,0.3,0,17627,,,,,,65.69432755699381,"float() argument must be a string or a real number, not 'list'"
0.3,2,1.0,0.5,1,20383,,,,,,39.83963806508109,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.6,0.2,2,18977,,,,,,35.30737413279712,"float() argument must be a string or a real number, not 'list'"
0.3,2,0.6,0.1,1,15972,,,,,,56.65322934277356,"float() argument must be a string or a real number, not 'list'"
0.3,2,1.0,0.2,2,13404,,,,,,42.85426933411509,"float() argument must be a string or a real number, not 'list'"
0.3,2,1.0,0.4,0,13649,,,,,,41.71086466265842,"float() argument must be a string or a real number, not 'list'"
0.3,2,0.8,0.3,1,13483,,,,,,48.78404679708183,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.6,0.5,2,19702,,,,,,33.61000872915611,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.6,0.2,0,18975,,,,,,37.17206106428057,"float() argument must be a string or a real number, not 'list'"
0.3,1,0.9,0.5,0,17874,,,,,,63.20740430802107,"float() argument must be a string or a real number, not 'list'"
0.3,2,0.8,0.4,2,16742,,,,,,49.33200777834281,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.6,0.4,1,20839,,,,,,35.78403525101021,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.6,0.1,0,15937,,,,,,41.78135410696268,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.6,0.3,0,14500,,,,,,37.95074201095849,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.6,0.3,1,14501,,,,,,37.706298052333295,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.6,0.2,1,18976,,,,,,38.22851920686662,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.6,0.3,2,14502,,,,,,38.9394100420177,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.6,0.5,1,19701,,,,,,37.51925792591646,"float() argument must be a string or a real number, not 'list'"
0.3,2,0.9,0.5,1,16304,,,,,,49.60148625774309,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.7,0.3,1,14156,,,,,,35.024369205813855,"float() argument must be a string or a real number, not 'list'"
0.3,1,1.0,0.2,0,19356,,,,,,68.26767951063812,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.7,0.1,0,20383,,,,,,40.58517111418769,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.7,0.5,1,14147,,,,,,31.73730812733993,"float() argument must be a string or a real number, not 'list'"
0.3,2,0.9,0.3,2,17930,,,,,,53.887020820286125,"float() argument must be a string or a real number, not 'list'"
0.3,2,1.0,0.5,2,20384,,,,,,48.30748807359487,"float() argument must be a string or a real number, not 'list'"
0.3,2,0.8,0.4,0,16740,,,,,,56.33716471819207,"float() argument must be a string or a real number, not 'list'"
0.3,2,0.7,0.5,2,21480,,,,,,60.02221914334223,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.7,0.2,1,13422,,,,,,39.040248543955386,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.6,0.4,2,20840,,,,,,43.24654492503032,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.7,0.2,0,13421,,,,,,40.19082897109911,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.7,0.2,2,13423,,,,,,40.49293912714347,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.7,0.1,2,20385,,,,,,42.82545319525525,"float() argument must be a string or a real number, not 'list'"
0.3,2,1.0,0.5,0,20382,,,,,,53.688707862980664,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.7,0.4,1,15285,,,,,,39.679223767947406,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.7,0.3,0,14155,,,,,,41.41881164908409,"float() argument must be a string or a real number, not 'list'"
0.2,2,0.6,0.1,1,20430,,,,,,187.3939000996761,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.8,0.1,1,12379,,,,,,36.99739473545924,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.8,0.5,0,18013,,,,,,33.86738129891455,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.8,0.3,1,16151,,,,,,35.40484847780317,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.8,0.1,2,12380,,,,,,37.037653994746506,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.8,0.3,2,16152,,,,,,35.918144800234586,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.8,0.4,2,17281,,,,,,35.487682182341814,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.8,0.3,0,16150,,,,,,36.687174594029784,"float() argument must be a string or a real number, not 'list'"
0.3,2,1.0,0.3,2,18521,,,,,,57.437021740246564,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.8,0.4,0,17279,,,,,,36.502733916044235,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.9,0.5,2,12461,,,,,,33.61268731672317,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.8,0.1,0,12378,,,,,,40.129312597215176,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.9,0.3,0,20596,,,,,,35.66862235497683,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.9,0.1,1,13650,,,,,,36.25303373392671,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.9,0.2,0,21734,,,,,,36.31194079481065,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.8,0.5,1,18014,,,,,,37.13522231997922,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.8,0.2,2,17290,,,,,,40.01187316002324,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.6,0.1,2,15939,,,,,,57.00845797592774,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.9,0.1,2,13651,,,,,,38.148195058107376,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.9,0.2,1,21735,,,,,,37.86237370502204,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.7,0.1,1,20384,,,,,,50.163783225696534,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.9,0.5,0,12459,,,,,,36.82417655130848,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.9,0.5,1,12460,,,,,,36.83415632508695,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.7,0.5,0,14146,,,,,,45.53011324815452,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.9,0.1,0,13649,,,,,,39.98373908922076,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.9,0.4,1,21726,,,,,,38.830451980698854,"float() argument must be a string or a real number, not 'list'"
0.2,2,0.6,0.2,0,20765,,,,,,195.11644370900467,"float() argument must be a string or a real number, not 'list'"
0.3,3,1.0,0.2,0,22325,,,,,,36.89528250787407,"float() argument must be a string or a real number, not 'list'"
0.3,3,1.0,0.1,0,20903,,,,,,39.453755661379546,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.9,0.2,2,21736,,,,,,41.18205643910915,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.7,0.5,2,14148,,,,,,46.26850206311792,"float() argument must be a string or a real number, not 'list'"
0.3,2,0.8,0.5,0,13473,,,,,,70.47115697991103,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.8,0.4,1,17280,,,,,,43.48867605207488,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.6,0.2,0,20863,,,,,,34.565846853889525,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.9,0.4,2,21727,,,,,,41.10028699925169,"float() argument must be a string or a real number, not 'list'"
0.3,3,1.0,0.3,2,14677,,,,,,37.29727833298966,"float() argument must be a string or a real number, not 'list'"
0.3,3,1.0,0.1,2,20905,,,,,,39.62939425883815,"float() argument must be a string or a real number, not 'list'"
0.3,3,1.0,0.4,1,22317,,,,,,37.35808829916641,"float() argument must be a string or a real number, not 'list'"
0.3,3,1.0,0.2,2,22327,,,,,,39.74578441027552,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.6,0.4,1,16064,,,,,,34.44049723772332,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.6,0.2,2,20865,,,,,,36.533599446062,"float() argument must be a string or a real number, not 'list'"
0.3,3,1.0,0.3,0,14675,,,,,,40.49441639101133,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.7,0.3,2,14157,,,,,,53.48917360883206,"float() argument must be a string or a real number, not 'list'"
0.3,3,1.0,0.3,1,14676,,,,,,40.90258635999635,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.6,0.5,0,21180,,,,,,35.454502866603434,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.6,0.2,1,20864,,,,,,38.10685808584094,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.6,0.1,1,21736,,,,,,38.5069706402719,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.8,0.2,0,17288,,,,,,49.411911075003445,"float() argument must be a string or a real number, not 'list'"
0.3,3,1.0,0.4,0,22316,,,,,,40.41875178134069,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.6,0.4,2,16065,,,,,,36.04076414741576,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.9,0.4,0,21725,,,,,,46.05501301214099,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.8,0.2,1,17289,,,,,,50.23031809087843,"float() argument must be a string or a real number, not 'list'"
0.3,3,1.0,0.5,0,13050,,,,,,40.84239462390542,"float() argument must be a string or a real number, not 'list'"
0.3,3,1.0,0.5,2,13052,,,,,,40.400111709255725,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.6,0.3,1,12806,,,,,,38.55566799174994,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.7,0.5,1,15627,,,,,,33.20133735612035,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.6,0.5,1,21181,,,,,,37.29965868219733,"float() argument must be a string or a real number, not 'list'"
0.3,3,1.0,0.5,1,13051,,,,,,41.253335358109325,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.6,0.1,0,21735,,,,,,41.17670089285821,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.7,0.2,2,20520,,,,,,37.004499534145,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.7,0.3,0,17251,,,,,,36.55189461214468,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.6,0.3,0,12805,,,,,,41.12946288799867,"float() argument must be a string or a real number, not 'list'"
0.3,3,1.0,0.2,1,22326,,,,,,45.979499198962,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.7,0.1,2,21392,,,,,,38.58751584403217,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.7,0.5,0,15626,,,,,,36.007249092217535,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.7,0.1,0,21390,,,,,,39.49949302105233,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.8,0.1,1,16561,,,,,,35.559109813999385,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.8,0.3,0,19246,,,,,,35.41475588316098,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.8,0.1,2,16562,,,,,,36.1463784603402,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.7,0.4,0,20509,,,,,,38.18793167406693,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.9,0.3,1,20597,,,,,,51.62016917578876,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.7,0.4,0,15284,,,,,,60.66239856323227,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.6,0.1,2,21737,,,,,,44.80120989494026,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.8,0.5,0,19493,,,,,,36.062958353199065,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.8,0.2,0,12513,,,,,,37.90429902123287,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.7,0.2,0,20518,,,,,,42.24309743801132,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.8,0.5,2,18015,,,,,,54.7249832036905,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.6,0.5,2,21182,,,,,,42.95500962296501,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.9,0.5,2,13941,,,,,,32.41883802134544,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.8,0.3,1,19247,,,,,,38.03027517301962,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.9,0.1,0,17831,,,,,,35.49967318912968,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.6,0.3,2,12807,,,,,,44.8266686340794,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.9,0.2,0,16959,,,,,,35.89813512004912,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.9,0.5,0,13939,,,,,,34.19666314916685,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.7,0.4,1,20510,,,,,,42.50806867517531,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.8,0.2,2,12515,,,,,,40.703086965251714,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.7,0.3,1,17252,,,,,,44.00240137428045,"float() argument must be a string or a real number, not 'list'"
0.2,3,0.8,0.2,2,20201,,,,,,210.51537673408166,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.9,0.3,0,13692,,,,,,38.43069712491706,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.9,0.1,1,17832,,,,,,39.34810159076005,"float() argument must be a string or a real number, not 'list'"
0.2,1,0.7,0.3,2,15646,,,,,,213.31638792576268,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.8,0.4,0,14376,,,,,,42.01123810512945,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.6,0.4,0,20838,,,,,,75.10580709995702,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.8,0.5,1,19494,,,,,,42.75352048501372,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.9,0.4,1,18823,,,,,,39.19484119210392,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.8,0.4,1,14377,,,,,,43.800729230977595,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.7,0.1,1,21391,,,,,,49.18766507785767,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.9,0.5,1,13940,,,,,,39.80088788783178,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.8,0.2,1,12514,,,,,,47.59572854079306,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.6,0.4,0,16063,,,,,,53.95429507596418,"float() argument must be a string or a real number, not 'list'"
0.3,4,1.0,0.1,0,21910,,,,,,40.668958394788206,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.7,0.2,1,20519,,,,,,51.75166533468291,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.8,0.1,0,16560,,,,,,48.49121364718303,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.7,0.5,2,15628,,,,,,50.23394022509456,"float() argument must be a string or a real number, not 'list'"
0.3,4,1.0,0.5,0,16146,,,,,,36.58400828298181,"float() argument must be a string or a real number, not 'list'"
0.3,4,1.0,0.3,0,16155,,,,,,39.275918300263584,"float() argument must be a string or a real number, not 'list'"
0.3,4,1.0,0.2,2,21040,,,,,,39.93218389293179,"float() argument must be a string or a real number, not 'list'"
0.3,4,1.0,0.2,0,21038,,,,,,40.36565000098199,"float() argument must be a string or a real number, not 'list'"
0.3,3,1.0,0.1,1,20904,,,,,,64.11474037077278,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.9,0.3,1,13693,,,,,,47.1299727759324,"float() argument must be a string or a real number, not 'list'"
0.3,4,1.0,0.4,2,19415,,,,,,38.9655831893906,"float() argument must be a string or a real number, not 'list'"
0.3,4,1.0,0.5,1,16147,,,,,,38.5156967760995,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.9,0.2,1,16960,,,,,,48.184049730654806,"float() argument must be a string or a real number, not 'list'"
0.3,3,1.0,0.4,2,22318,,,,,,61.48224205337465,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.6,0.5,2,18403,,,,,,32.50200620898977,"float() argument must be a string or a real number, not 'list'"
0.3,4,1.0,0.1,1,21911,,,,,,44.87340600974858,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.9,0.3,2,20598,,,,,,67.40642587095499,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.6,0.2,1,21165,,,,,,35.696956085041165,"float() argument must be a string or a real number, not 'list'"
0.3,3,0.7,0.4,2,15286,,,,,,75.37124742986634,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.6,0.4,2,19541,,,,,,33.96244608191773,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.6,0.4,0,19539,,,,,,34.326448298059404,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.9,0.4,2,18824,,,,,,47.37207679031417,"float() argument must be a string or a real number, not 'list'"
0.3,4,1.0,0.4,0,19413,,,,,,41.20857252692804,"float() argument must be a string or a real number, not 'list'"
0.3,4,1.0,0.4,1,19414,,,,,,41.92515502125025,"float() argument must be a string or a real number, not 'list'"
0.2,1,0.8,0.5,0,19502,,,,,,224.83536439808086,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.6,0.3,2,20028,,,,,,36.233240358065814,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.7,0.2,0,12435,,,,,,34.12938836822286,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.6,0.1,2,14167,,,,,,37.5812548417598,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.6,0.2,0,21164,,,,,,37.73725921288133,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.6,0.5,0,18401,,,,,,35.62815280398354,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.9,0.3,2,13694,,,,,,50.234116352163255,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.6,0.2,2,21166,,,,,,37.70078933099285,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.6,0.3,1,20027,,,,,,37.176424495875835,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.7,0.1,1,18612,,,,,,35.0825130357407,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.6,0.3,0,20026,,,,,,38.18909422913566,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.8,0.4,2,14378,,,,,,54.277002193033695,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.8,0.3,2,19248,,,,,,55.39750507706776,"float() argument must be a string or a real number, not 'list'"
0.2,2,0.7,0.5,1,15937,,,,,,225.80480455374345,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.7,0.1,0,18611,,,,,,37.01050737313926,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.7,0.3,2,19683,,,,,,34.92499552806839,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.7,0.4,2,20812,,,,,,34.62633592123166,"float() argument must be a string or a real number, not 'list'"
0.3,4,1.0,0.2,1,21039,,,,,,46.652706898748875,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.7,0.5,1,21545,,,,,,33.57271286007017,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.8,0.5,2,19495,,,,,,54.63735944125801,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.7,0.5,2,21546,,,,,,34.094960305374116,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.7,0.3,1,19682,,,,,,36.63644082425162,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.7,0.1,2,18613,,,,,,38.60554459085688,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.7,0.4,1,20811,,,,,,36.80708994809538,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.8,0.1,1,12479,,,,,,35.68409299105406,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.9,0.2,2,16961,,,,,,57.23409677390009,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.8,0.2,0,17605,,,,,,36.52728923782706,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.8,0.3,0,18339,,,,,,36.186102527659386,"float() argument must be a string or a real number, not 'list'"
0.2,2,0.7,0.3,2,17563,,,,,,232.9505065800622,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.7,0.2,1,12436,,,,,,43.098179060965776,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.8,0.1,2,12480,,,,,,38.315330676268786,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.6,0.4,1,19540,,,,,,45.567600646056235,"float() argument must be a string or a real number, not 'list'"
0.2,1,0.6,0.5,1,13062,,,,,,235.36692640278488,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.9,0.3,1,17995,,,,,,34.09439266799018,"float() argument must be a string or a real number, not 'list'"
0.2,2,1.0,0.5,1,14841,,,,,,234.02216554107144,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.6,0.5,1,18402,,,,,,46.044013869948685,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.8,0.5,1,16715,,,,,,36.69330742908642,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.6,0.1,0,14165,,,,,,50.429228662047535,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.8,0.4,0,12805,,,,,,38.578729008790106,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.9,0.2,0,17260,,,,,,35.515633712057024,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.8,0.5,2,16716,,,,,,37.051859457977116,"float() argument must be a string or a real number, not 'list'"
0.3,4,1.0,0.5,2,16148,,,,,,51.5527857048437,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.8,0.4,2,12807,,,,,,38.76782811200246,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.9,0.4,0,18822,,,,,,61.547162304166704,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.9,0.4,1,17252,,,,,,35.286522367969155,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.7,0.3,2,17253,,,,,,70.0071634077467,"float() argument must be a string or a real number, not 'list'"
0.2,3,0.7,0.2,1,14717,,,,,,236.69712097616866,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.8,0.5,0,16714,,,,,,39.78924772283062,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.9,0.4,0,17251,,,,,,36.820733548142016,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.7,0.4,2,20511,,,,,,69.65856258291751,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.9,0.5,0,17985,,,,,,36.34442627988756,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.8,0.3,1,18340,,,,,,41.665509721729904,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.9,0.5,2,17987,,,,,,37.06310283159837,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.9,0.1,0,13749,,,,,,40.1446677679196,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.9,0.3,2,17996,,,,,,38.72614992689341,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.9,0.2,1,17261,,,,,,39.38616686174646,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.9,0.5,1,17986,,,,,,37.95897512231022,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.8,0.2,2,17607,,,,,,43.76865165727213,"float() argument must be a string or a real number, not 'list'"
0.3,5,1.0,0.2,0,19467,,,,,,37.10932522825897,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.7,0.3,0,19681,,,,,,48.566777660977095,"float() argument must be a string or a real number, not 'list'"
0.3,5,1.0,0.4,2,19716,,,,,,35.23363943397999,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.9,0.2,2,17262,,,,,,40.462852315977216,"float() argument must be a string or a real number, not 'list'"
0.4,1,0.6,0.4,0,20569,,,,,,32.8045009681955,"float() argument must be a string or a real number, not 'list'"
0.3,5,1.0,0.1,0,19131,,,,,,38.86339606298134,"float() argument must be a string or a real number, not 'list'"
0.3,5,0.8,0.3,2,18341,,,,,,45.22516732476652,"float() argument must be a string or a real number, not 'list'"
0.3,5,1.0,0.5,1,18577,,,,,,35.90811697067693,"float() argument must be a string or a real number, not 'list'"
0.3,5,1.0,0.4,1,19715,,,,,,37.62112490879372,"float() argument must be a string or a real number, not 'list'"
0.4,1,0.6,0.2,0,20578,,,,,,35.34452879568562,"float() argument must be a string or a real number, not 'list'"
0.3,4,1.0,0.1,2,21912,,,,,,64.20548166334629,"float() argument must be a string or a real number, not 'list'"
0.3,5,1.0,0.1,1,19132,,,,,,40.60401747794822,"float() argument must be a string or a real number, not 'list'"
0.4,1,0.6,0.4,2,20571,,,,,,34.2460439382121,"float() argument must be a string or a real number, not 'list'"
0.3,4,0.9,0.1,2,17833,,,,,,70.58766142185777,"float() argument must be a string or a real number, not 'list'"
