crossover_proportion,crossover_edges,mutation_prob,elitism_proportion,repeat,seed,best_score,n_nodes,n_edges,in_degree_max,out_degree_max,elapsed_sec,error
0.4,3,1.0,0.3,2,22342,,,,,,43.77529426431283,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.8,0.4,0,16544,,,,,,32.65131844114512,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.7,0.5,0,17321,,,,,,34.673815368209034,"float() argument must be a string or a real number, not 'list'"
0.4,3,0.8,0.4,0,16816,,,,,,49.85554695036262,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.6,0.1,1,19113,,,,,,41.872098608873785,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.6,0.3,0,17675,,,,,,41.7712995368056,"float() argument must be a string or a real number, not 'list'"
0.4,3,0.6,0.2,1,13304,,,,,,59.95087645202875,"float() argument must be a string or a real number, not 'list'"
0.4,3,1.0,0.5,2,14205,,,,,,43.83092394890264,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.8,0.5,2,14365,,,,,,33.80693022208288,"float() argument must be a string or a real number, not 'list'"
0.4,3,0.8,0.2,1,14954,,,,,,52.976976580917835,"float() argument must be a string or a real number, not 'list'"
0.4,3,0.6,0.4,0,18503,,,,,,59.81151811918244,"float() argument must be a string or a real number, not 'list'"
0.4,2,1.0,0.4,1,17434,,,,,,63.97360989358276,"float() argument must be a string or a real number, not 'list'"
0.4,3,1.0,0.1,2,16481,,,,,,48.24762227013707,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.6,0.5,0,16050,,,,,,41.58539765700698,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.8,0.2,2,17385,,,,,,37.49445727607235,"float() argument must be a string or a real number, not 'list'"
0.4,2,1.0,0.4,2,17435,,,,,,65.4088180148974,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.9,0.4,2,17817,,,,,,33.377155404072255,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.8,0.4,1,16545,,,,,,37.36061109881848,"float() argument must be a string or a real number, not 'list'"
0.4,3,1.0,0.5,0,14203,,,,,,47.80318457307294,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.9,0.1,2,20001,,,,,,36.073922583367676,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.9,0.3,1,13772,,,,,,35.3135140822269,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.8,0.5,1,14364,,,,,,37.56015138281509,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.6,0.4,1,18232,,,,,,44.228736565914005,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.8,0.3,1,14117,,,,,,38.8361885570921,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.9,0.5,0,15634,,,,,,34.67568488419056,"float() argument must be a string or a real number, not 'list'"
0.4,3,0.7,0.4,0,12949,,,,,,59.70118475705385,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.7,0.1,1,13559,,,,,,43.447103740181774,"float() argument must be a string or a real number, not 'list'"
0.4,3,0.9,0.1,0,15888,,,,,,54.27222395315766,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.8,0.5,0,14363,,,,,,38.496312860865146,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.9,0.4,1,17816,,,,,,35.721822783350945,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.6,0.3,1,17676,,,,,,47.298609893769026,"float() argument must be a string or a real number, not 'list'"
0.4,3,0.9,0.2,2,12889,,,,,,55.6430977890268,"float() argument must be a string or a real number, not 'list'"
0.4,3,0.7,0.1,2,19449,,,,,,64.51125304866582,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.9,0.3,0,13771,,,,,,39.51312060467899,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.7,0.4,0,12677,,,,,,44.99528528377414,"float() argument must be a string or a real number, not 'list'"
0.4,4,1.0,0.5,1,16226,,,,,,34.41115743480623,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.6,0.2,0,12859,,,,,,33.90237965201959,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.9,0.5,2,15636,,,,,,38.025552697945386,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.9,0.3,2,13773,,,,,,40.06402730103582,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.7,0.5,1,17322,,,,,,45.26448523486033,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.6,0.3,0,20105,,,,,,32.97553194826469,"float() argument must be a string or a real number, not 'list'"
0.4,4,1.0,0.4,0,21581,,,,,,36.296340694185346,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.7,0.2,1,22214,,,,,,48.33055935194716,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.9,0.2,2,20528,,,,,,42.120940287131816,"float() argument must be a string or a real number, not 'list'"
0.4,3,0.6,0.3,2,14039,,,,,,69.66288460278884,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.6,0.2,1,12860,,,,,,35.33132597710937,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.6,0.3,1,20106,,,,,,34.53686908073723,"float() argument must be a string or a real number, not 'list'"
0.4,4,1.0,0.5,0,16225,,,,,,37.10023814579472,"float() argument must be a string or a real number, not 'list'"
0.4,2,1.0,0.5,1,20679,,,,,,73.67640332272276,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.7,0.2,2,22215,,,,,,50.10967740509659,"float() argument must be a string or a real number, not 'list'"
0.4,4,1.0,0.3,2,17852,,,,,,38.314813220873475,"float() argument must be a string or a real number, not 'list'"
0.4,3,1.0,0.3,0,22340,,,,,,57.86200166679919,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.6,0.5,2,21970,,,,,,32.70301337726414,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.6,0.1,1,17950,,,,,,37.59897700184956,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.6,0.1,2,17951,,,,,,37.8881699568592,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.7,0.1,2,13560,,,,,,51.57879963191226,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.7,0.3,0,17330,,,,,,51.72853376995772,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.8,0.2,1,17384,,,,,,49.29888626700267,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.6,0.4,2,18534,,,,,,36.11582275433466,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.7,0.4,2,12679,,,,,,51.53686656802893,"float() argument must be a string or a real number, not 'list'"
0.4,3,1.0,0.3,1,22341,,,,,,61.247230048291385,"float() argument must be a string or a real number, not 'list'"
0.4,4,1.0,0.2,1,21118,,,,,,43.971001020632684,"float() argument must be a string or a real number, not 'list'"
0.4,4,1.0,0.1,2,14080,,,,,,44.936570689082146,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.7,0.5,0,16414,,,,,,32.66083120694384,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.7,0.1,2,17606,,,,,,36.826652127783746,"float() argument must be a string or a real number, not 'list'"
0.4,3,0.9,0.1,1,15889,,,,,,67.22231915174052,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.7,0.4,1,12979,,,,,,35.089203242212534,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.7,0.2,0,12514,,,,,,36.89288274105638,"float() argument must be a string or a real number, not 'list'"
0.4,3,0.8,0.3,1,15688,,,,,,70.3436608039774,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.8,0.2,2,17686,,,,,,32.58837996190414,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.8,0.2,1,17685,,,,,,34.28077858220786,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.8,0.1,2,16264,,,,,,35.61987026594579,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.6,0.5,0,21968,,,,,,42.75414109090343,"float() argument must be a string or a real number, not 'list'"
0.4,4,1.0,0.4,1,21582,,,,,,47.48934391606599,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.8,0.3,0,14116,,,,,,56.73183112684637,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.7,0.5,1,16415,,,,,,37.49808627786115,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.8,0.3,2,18420,,,,,,34.29505008738488,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.8,0.1,1,16263,,,,,,37.39965708414093,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.8,0.1,0,16262,,,,,,37.4659379478544,"float() argument must be a string or a real number, not 'list'"
0.4,4,1.0,0.1,0,14078,,,,,,50.5945167997852,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.8,0.2,0,17383,,,,,,57.59767277818173,"float() argument must be a string or a real number, not 'list'"
0.4,4,1.0,0.3,1,17851,,,,,,48.81763340020552,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.7,0.1,0,17604,,,,,,42.508365648798645,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.6,0.2,2,20944,,,,,,65.35824410291389,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.8,0.3,0,18418,,,,,,36.09762855619192,"float() argument must be a string or a real number, not 'list'"
0.4,4,1.0,0.5,2,16227,,,,,,48.60870150104165,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.7,0.2,0,22213,,,,,,61.76505292765796,"float() argument must be a string or a real number, not 'list'"
0.4,4,1.0,0.2,0,21117,,,,,,51.68039615312591,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.7,0.3,2,14553,,,,,,41.6625918620266,"float() argument must be a string or a real number, not 'list'"
0.4,3,0.8,0.2,2,14955,,,,,,76.59943378111348,"float() argument must be a string or a real number, not 'list'"
0.4,3,0.9,0.4,1,21263,,,,,,71.97619122778997,"float() argument must be a string or a real number, not 'list'"
0.4,3,0.9,0.3,2,20135,,,,,,72.83946119202301,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.6,0.4,1,18533,,,,,,46.06823040917516,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.7,0.3,0,14551,,,,,,42.700499734375626,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.7,0.3,1,17331,,,,,,62.1960585671477,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.6,0.2,2,12861,,,,,,49.5749207069166,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.8,0.4,0,14973,,,,,,38.138854081742465,"float() argument must be a string or a real number, not 'list'"
0.4,4,1.0,0.4,2,21583,,,,,,51.927975396160036,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.8,0.5,0,18409,,,,,,37.28409763611853,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.8,0.1,0,15553,,,,,,63.26568726496771,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.9,0.3,1,19690,,,,,,35.666368478909135,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.9,0.3,2,19691,,,,,,35.36010981630534,"float() argument must be a string or a real number, not 'list'"
0.4,5,1.0,0.5,1,20272,,,,,,31.419057498686016,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.7,0.2,2,12516,,,,,,46.68817221140489,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.9,0.1,0,15917,,,,,,37.935614585876465,"float() argument must be a string or a real number, not 'list'"
0.4,3,1.0,0.2,0,13478,,,,,,75.3425969867967,"float() argument must be a string or a real number, not 'list'"
0.4,3,0.7,0.1,1,19448,,,,,,87.44735231623054,"float() argument must be a string or a real number, not 'list'"
0.4,4,1.0,0.2,2,21119,,,,,,57.29161660000682,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.7,0.4,0,12978,,,,,,47.447791759856045,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.9,0.2,1,18956,,,,,,38.32586098322645,"float() argument must be a string or a real number, not 'list'"
0.4,5,1.0,0.2,2,21420,,,,,,35.78767583426088,"float() argument must be a string or a real number, not 'list'"
0.4,4,1.0,0.1,1,14079,,,,,,59.69453214388341,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.9,0.1,1,15918,,,,,,39.995615392923355,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.6,0.5,1,21969,,,,,,51.92179524200037,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.7,0.3,1,14552,,,,,,49.34768206300214,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.9,0.5,2,19682,,,,,,37.8114198949188,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.8,0.4,1,14974,,,,,,44.036976241040975,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.6,0.2,2,21013,,,,,,33.76617808593437,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.9,0.3,0,19689,,,,,,40.59633668791503,"float() argument must be a string or a real number, not 'list'"
0.4,5,1.0,0.5,2,20273,,,,,,36.11982945119962,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.6,0.3,2,21747,,,,,,33.86483902903274,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.9,0.1,2,15919,,,,,,43.21954961074516,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.6,0.2,1,21012,,,,,,36.15670593082905,"float() argument must be a string or a real number, not 'list'"
0.4,5,1.0,0.4,2,13500,,,,,,38.10233240900561,"float() argument must be a string or a real number, not 'list'"
0.4,5,1.0,0.5,0,20271,,,,,,38.20585209783167,"float() argument must be a string or a real number, not 'list'"
0.4,5,1.0,0.3,2,15073,,,,,,39.81995773082599,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.6,0.3,1,21746,,,,,,37.083509053103626,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.8,0.5,2,18411,,,,,,46.87529949191958,"float() argument must be a string or a real number, not 'list'"
0.4,5,1.0,0.2,0,21418,,,,,,42.62903982587159,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.7,0.4,0,12529,,,,,,33.57065437780693,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.7,0.2,1,22283,,,,,,35.118160176090896,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.6,0.1,0,17949,,,,,,64.23983860295266,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.7,0.3,1,13017,,,,,,35.182350527029485,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.8,0.1,2,21241,,,,,,33.90808494389057,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.7,0.5,0,21391,,,,,,35.095491162035614,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.9,0.2,2,18957,,,,,,48.696895889006555,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.6,0.4,2,12876,,,,,,41.40545161208138,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.6,0.3,0,21745,,,,,,42.94981820369139,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.8,0.5,1,18410,,,,,,51.88539177412167,"float() argument must be a string or a real number, not 'list'"
0.4,4,1.0,0.3,0,17850,,,,,,69.02203759690747,"float() argument must be a string or a real number, not 'list'"
0.4,5,1.0,0.1,1,16509,,,,,,48.228744274936616,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.8,0.4,2,14975,,,,,,54.53992565535009,"float() argument must be a string or a real number, not 'list'"
0.4,5,1.0,0.4,1,13499,,,,,,46.77707476913929,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.7,0.4,2,12531,,,,,,39.100713794119656,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.8,0.3,0,18186,,,,,,35.674469416961074,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.9,0.2,1,20527,,,,,,75.44161437870935,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.8,0.5,1,20050,,,,,,35.010366660077125,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.8,0.4,2,14526,,,,,,35.48415079899132,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.6,0.4,1,12875,,,,,,44.782614562194794,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.9,0.4,2,16246,,,,,,52.270430790260434,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.9,0.3,1,19458,,,,,,33.26533033279702,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.8,0.3,1,18187,,,,,,36.787872010841966,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.7,0.2,2,22284,,,,,,42.3825294887647,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.8,0.3,1,18419,,,,,,58.59488827781752,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.7,0.1,1,17605,,,,,,65.83834270201623,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.6,0.1,1,17974,,,,,,49.3909851256758,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.9,0.4,1,18971,,,,,,34.389835006091744,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.7,0.2,0,22282,,,,,,43.983573326841,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.6,0.5,1,21737,,,,,,46.68214817810804,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.8,0.5,0,20049,,,,,,38.31892130384222,"float() argument must be a string or a real number, not 'list'"
0.4,2,0.9,0.5,0,15296,,,,,,113.08418568503112,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.6,0.5,0,21736,,,,,,47.46397893410176,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.9,0.2,0,20595,,,,,,36.92640549317002,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.8,0.4,1,14525,,,,,,39.006785462610424,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.6,0.1,0,17973,,,,,,50.75641340762377,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.9,0.2,1,20596,,,,,,37.09246659791097,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.6,0.4,0,18532,,,,,,70.03767329268157,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.8,0.4,0,14524,,,,,,39.40507873799652,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.9,0.5,0,19680,,,,,,55.323585274629295,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.9,0.5,1,19705,,,,,,36.07826481992379,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.9,0.3,2,19459,,,,,,37.23984917998314,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.7,0.3,2,13018,,,,,,46.1920428336598,"float() argument must be a string or a real number, not 'list'"
0.4,5,1.0,0.2,1,21419,,,,,,55.11163010401651,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.9,0.4,0,18970,,,,,,38.53630736190826,"float() argument must be a string or a real number, not 'list'"
0.5,1,1.0,0.1,0,16276,,,,,,36.87422858411446,"float() argument must be a string or a real number, not 'list'"
0.5,1,1.0,0.1,1,16277,,,,,,35.83326028101146,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.6,0.5,2,21738,,,,,,49.96195035194978,"float() argument must be a string or a real number, not 'list'"
0.4,4,0.9,0.4,0,17815,,,,,,81.87209124490619,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.8,0.2,1,19325,,,,,,44.8569680606015,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.9,0.4,2,18972,,,,,,39.17243189364672,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.9,0.5,1,19681,,,,,,57.60066427895799,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.8,0.2,0,19324,,,,,,45.668116142973304,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.9,0.1,0,15685,,,,,,42.43212628085166,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.7,0.2,1,12515,,,,,,71.61263255495578,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.9,0.1,2,15687,,,,,,42.592011105269194,"float() argument must be a string or a real number, not 'list'"
0.5,1,1.0,0.3,1,21921,,,,,,36.081461515743285,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.9,0.2,2,20597,,,,,,42.611946526914835,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.6,0.1,2,17975,,,,,,55.767315964680165,"float() argument must be a string or a real number, not 'list'"
0.5,2,0.6,0.2,0,16929,,,,,,32.209008193109185,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.6,0.2,0,21011,,,,,,55.668381582945585,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.7,0.1,0,19244,,,,,,52.91663947328925,"float() argument must be a string or a real number, not 'list'"
0.5,2,0.6,0.2,1,16930,,,,,,33.19779175333679,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.8,0.1,0,21239,,,,,,50.30434384988621,"float() argument must be a string or a real number, not 'list'"
0.5,1,1.0,0.2,0,21186,,,,,,39.66037385398522,"float() argument must be a string or a real number, not 'list'"
0.5,1,1.0,0.5,1,21912,,,,,,35.58875663485378,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.7,0.1,1,19245,,,,,,53.634088093880564,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.7,0.4,1,12530,,,,,,51.80397131899372,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.8,0.5,2,20051,,,,,,46.10674393409863,"float() argument must be a string or a real number, not 'list'"
0.5,2,0.6,0.5,0,22037,,,,,,34.162986701820046,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.9,0.4,0,16244,,,,,,64.92965309880674,"float() argument must be a string or a real number, not 'list'"
0.5,1,1.0,0.5,2,21913,,,,,,37.18942454829812,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.9,0.2,0,18955,,,,,,65.68189231399447,"float() argument must be a string or a real number, not 'list'"
0.5,2,0.6,0.3,0,22046,,,,,,35.70085484860465,"float() argument must be a string or a real number, not 'list'"
0.5,2,0.6,0.5,2,22039,,,,,,34.82478642696515,"float() argument must be a string or a real number, not 'list'"
0.4,5,1.0,0.3,1,15072,,,,,,62.06114017870277,"float() argument must be a string or a real number, not 'list'"
0.5,1,1.0,0.5,0,21911,,,,,,38.97027765866369,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.7,0.3,0,13016,,,,,,56.44603952066973,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.8,0.2,2,19326,,,,,,53.312864205334336,"float() argument must be a string or a real number, not 'list'"
0.5,2,0.7,0.4,2,16577,,,,,,34.1528465799056,"float() argument must be a string or a real number, not 'list'"
0.5,2,0.7,0.4,0,16575,,,,,,34.89473029784858,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.8,0.3,2,18188,,,,,,52.42078097490594,"float() argument must be a string or a real number, not 'list'"
0.5,2,0.6,0.2,2,16931,,,,,,39.45941737666726,"float() argument must be a string or a real number, not 'list'"
0.4,5,1.0,0.3,0,15071,,,,,,66.19495014101267,"float() argument must be a string or a real number, not 'list'"
0.5,2,0.6,0.3,1,22047,,,,,,40.001594964414835,"float() argument must be a string or a real number, not 'list'"
0.5,2,0.6,0.1,0,16402,,,,,,40.714045397005975,"float() argument must be a string or a real number, not 'list'"
0.5,2,0.7,0.5,2,13310,,,,,,34.74665134213865,"float() argument must be a string or a real number, not 'list'"
0.5,2,0.8,0.1,2,21542,,,,,,34.26515820622444,"float() argument must be a string or a real number, not 'list'"
0.5,1,1.0,0.1,2,16278,,,,,,48.39579557906836,"float() argument must be a string or a real number, not 'list'"
0.5,2,0.7,0.5,1,13309,,,,,,36.87187656015158,"float() argument must be a string or a real number, not 'list'"
0.4,5,0.9,0.4,1,16245,,,,,,72.18329661199823,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.8,0.1,1,21240,,,,,,60.087616632226855,"float() argument must be a string or a real number, not 'list'"
0.5,2,0.8,0.1,0,21540,,,,,,36.92836970696226,"float() argument must be a string or a real number, not 'list'"
0.5,2,0.8,0.3,1,18488,,,,,,35.07633157586679,"float() argument must be a string or a real number, not 'list'"
0.5,2,0.8,0.4,1,21746,,,,,,34.497946821153164,"float() argument must be a string or a real number, not 'list'"
0.5,1,1.0,0.2,1,21187,,,,,,49.58503132825717,"float() argument must be a string or a real number, not 'list'"
0.5,2,0.7,0.1,0,17673,,,,,,42.76947658229619,"float() argument must be a string or a real number, not 'list'"
0.5,2,0.8,0.5,2,18480,,,,,,34.316261634230614,"float() argument must be a string or a real number, not 'list'"
0.5,2,0.6,0.4,0,15304,,,,,,44.242841489147395,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.9,0.5,2,19706,,,,,,53.46689064009115,"float() argument must be a string or a real number, not 'list'"
0.5,2,0.8,0.5,1,18479,,,,,,34.966272903140634,"float() argument must be a string or a real number, not 'list'"
0.5,1,1.0,0.3,0,21920,,,,,,50.50564531935379,"float() argument must be a string or a real number, not 'list'"
0.5,2,0.9,0.1,1,15987,,,,,,35.05611841799691,"float() argument must be a string or a real number, not 'list'"
0.5,1,1.0,0.3,2,21922,,,,,,49.53387515479699,"float() argument must be a string or a real number, not 'list'"
0.5,2,0.7,0.3,2,13319,,,,,,42.27121322276071,"float() argument must be a string or a real number, not 'list'"
0.5,2,0.8,0.3,2,18489,,,,,,36.657451207283884,"float() argument must be a string or a real number, not 'list'"
0.5,2,0.8,0.2,0,13370,,,,,,38.747144060675055,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.7,0.5,2,21393,,,,,,63.698007605969906,"float() argument must be a string or a real number, not 'list'"
0.4,5,1.0,0.4,0,13498,,,,,,72.31947498070076,"float() argument must be a string or a real number, not 'list'"
0.5,2,0.6,0.1,2,16404,,,,,,47.138351920992136,"float() argument must be a string or a real number, not 'list'"
0.5,2,0.8,0.4,0,21745,,,,,,38.03013716638088,"float() argument must be a string or a real number, not 'list'"
0.5,2,0.6,0.5,1,22038,,,,,,46.62194804986939,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.9,0.5,0,19704,,,,,,56.881891931872815,"float() argument must be a string or a real number, not 'list'"
0.5,2,0.9,0.3,0,19758,,,,,,34.96853194804862,"float() argument must be a string or a real number, not 'list'"
0.5,2,0.7,0.2,1,21376,,,,,,45.88554277876392,"float() argument must be a string or a real number, not 'list'"
0.5,1,1.0,0.4,1,19562,,,,,,52.86081990459934,"float() argument must be a string or a real number, not 'list'"
0.5,2,0.9,0.4,0,13016,,,,,,35.04879728611559,"float() argument must be a string or a real number, not 'list'"
0.5,2,0.9,0.1,2,15988,,,,,,38.54758431762457,"float() argument must be a string or a real number, not 'list'"
0.5,2,0.9,0.1,0,15986,,,,,,39.362202676944435,"float() argument must be a string or a real number, not 'list'"
0.5,2,0.8,0.3,0,18487,,,,,,42.043491194956005,"float() argument must be a string or a real number, not 'list'"
0.5,2,0.7,0.4,1,16576,,,,,,46.3212539232336,"float() argument must be a string or a real number, not 'list'"
0.5,2,0.9,0.4,1,13017,,,,,,35.59450249793008,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.7,0.1,2,19246,,,,,,70.48643076093867,"float() argument must be a string or a real number, not 'list'"
0.5,2,0.7,0.3,0,13317,,,,,,48.118121546227485,"float() argument must be a string or a real number, not 'list'"
0.4,5,1.0,0.1,2,16510,,,,,,78.66716444725171,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.7,0.5,1,21392,,,,,,68.75013509625569,"float() argument must be a string or a real number, not 'list'"
0.5,1,0.6,0.4,0,12874,,,,,,74.39393992675468,"float() argument must be a string or a real number, not 'list'"
0.4,5,1.0,0.1,0,16508,,,,,,79.94772882573307,"float() argument must be a string or a real number, not 'list'"
0.5,2,1.0,0.1,2,16579,,,,,,34.753346509765834,"float() argument must be a string or a real number, not 'list'"
0.5,2,0.6,0.4,1,15305,,,,,,52.16038719005883,"float() argument must be a string or a real number, not 'list'"
0.5,2,0.9,0.3,2,19760,,,,,,38.968492065090686,"float() argument must be a string or a real number, not 'list'"
0.5,2,0.9,0.5,0,18133,,,,,,37.539402447175235,"float() argument must be a string or a real number, not 'list'"
0.5,2,1.0,0.1,0,16577,,,,,,37.300020390190184,"float() argument must be a string or a real number, not 'list'"
