file_id,learned_colliders,correct_scs,missing_scs,extra_scs,correct_pws,missing_pws,extra_pws,jaccard_edges,i,total_vars,dag_family,p_syn,p_noise,samples
219,0.5247089947089946,1.0,1.0,0.8,0.3333333333333333,0.3333333333333333,0.34444444444444444,0.6054716118274469,219,10,small-world,0.5,0.1,10000
220,0.6914814814814815,1.0,1.0,0.8,0.4,0.4,0.8,0.6948212882125926,220,10,small-world,0.5,0.2,500
221,0.5833333333333334,1.0,1.0,0.8,0.32222222222222224,0.4888888888888889,0.43333333333333335,0.640203676598234,221,10,small-world,0.5,0.2,1000
222,0.6688888888888888,1.0,1.0,1.0,0.37777777777777777,0.4666666666666667,0.6222222222222222,0.6996069691625247,222,10,small-world,0.5,0.2,2000
223,0.5094708994708995,1.0,1.0,1.0,0.28888888888888886,0.4222222222222222,0.17777777777777778,0.5348216300217467,223,10,small-world,0.5,0.2,5000
224,0.717037037037037,1.0,1.0,1.0,0.5111111111111111,0.5111111111111111,0.6222222222222222,0.7101784018450684,224,10,small-world,0.5,0.2,10000
225,0.6985185185185185,1.0,1.0,1.0,0.4,0.3111111111111111,0.8,0.7272996538682813,225,10,small-world,0.5,0.3,500
226,0.7444444444444445,1.0,1.0,1.0,0.4,0.4,1.0,0.7954908562751702,226,10,small-world,0.5,0.3,1000
227,0.8166666666666667,1.0,1.0,1.0,0.6333333333333333,0.4,1.0,0.8186571598336305,227,10,small-world,0.5,0.3,2000
228,0.6244444444444444,1.0,1.0,1.0,0.28888888888888886,0.4222222222222222,0.4666666666666667,0.6462183459242283,228,10,small-world,0.5,0.3,5000
229,0.623968253968254,1.0,1.0,0.4888888888888889,0.4777777777777778,0.37777777777777777,0.6222222222222222,0.6573489431155335,229,10,small-world,0.5,0.3,10000
230,0.6444444444444443,1.0,1.0,0.4666666666666667,0.4666666666666667,0.7333333333333333,1.0,0.8095238095238098,230,10,small-world,0.5,0.4,500
231,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9185185185185183,231,10,small-world,0.5,0.4,1000
232,0.7944444444444444,1.0,1.0,1.0,0.5888888888888889,0.4888888888888889,1.0,0.8419753086419752,232,10,small-world,0.5,0.4,2000
233,0.6644444444444444,0.9,0.8,0.8,0.4888888888888889,0.3111111111111111,1.0,0.7268204925067671,233,10,small-world,0.5,0.4,5000
234,0.7944444444444444,1.0,1.0,1.0,0.5888888888888889,0.3111111111111111,1.0,0.8005743711626065,234,10,small-world,0.5,0.4,10000
235,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,235,10,small-world,0.5,0.5,500
236,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,236,10,small-world,0.5,0.5,1000
237,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,237,10,small-world,0.5,0.5,2000
238,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,238,10,small-world,0.5,0.5,5000
239,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,239,10,small-world,0.5,0.5,10000
240,0.9599999999999999,1.0,1.0,0.8,1.0,1.0,1.0,0.9176470588235293,240,10,small-world,1.0,0.0,500
241,0.9599999999999999,1.0,1.0,0.8,1.0,1.0,1.0,0.9599999999999999,241,10,small-world,1.0,0.0,1000
242,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,242,10,small-world,1.0,0.0,2000
243,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,243,10,small-world,1.0,0.0,5000
244,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,244,10,small-world,1.0,0.0,10000
245,0.8488888888888889,0.9111111111111111,0.6444444444444445,0.6222222222222222,1.0,1.0,1.0,0.8725925925925926,245,10,small-world,1.0,0.1,500
246,0.8822222222222221,0.95,0.8,0.6222222222222222,1.0,1.0,1.0,0.9100925925925926,246,10,small-world,1.0,0.1,1000
247,0.9600000000000001,1.0,1.0,0.8,1.0,1.0,1.0,0.9466666666666665,247,10,small-world,1.0,0.1,2000
248,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,248,10,small-world,1.0,0.1,5000
249,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,249,10,small-world,1.0,0.1,10000
250,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,250,10,small-world,1.0,0.2,500
251,0.9199999999999999,0.95,0.8,0.8,1.0,1.0,1.0,0.9375,251,10,small-world,1.0,0.2,1000
252,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9466666666666667,252,10,small-world,1.0,0.2,2000
253,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9377777777777778,253,10,small-world,1.0,0.2,5000
254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,254,10,small-world,1.0,0.2,10000
255,0.7222222222222222,0.8611111111111112,0.4444444444444444,1.0,1.0,1.0,0.4444444444444444,0.8518518518518519,255,10,small-world,1.0,0.3,500
256,0.9200000000000002,0.95,0.8,0.8,1.0,1.0,1.0,0.9333333333333331,256,10,small-world,1.0,0.3,1000
257,0.9200000000000002,0.95,0.8,0.8,1.0,1.0,1.0,0.9375,257,10,small-world,1.0,0.3,2000
258,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,258,10,small-world,1.0,0.3,5000
259,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,259,10,small-world,1.0,0.3,10000
260,0.95,0.95,0.8,1.0,1.0,1.0,1.0,0.9571428571428571,260,10,small-world,1.0,0.4,500
261,0.9199999999999999,0.95,0.8,0.8,1.0,1.0,1.0,0.925,261,10,small-world,1.0,0.4,1000
262,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,262,10,small-world,1.0,0.4,2000
263,0.9200000000000002,0.95,0.8,0.8,1.0,1.0,1.0,0.9333333333333333,263,10,small-world,1.0,0.4,5000
264,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,264,10,small-world,1.0,0.4,10000
265,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,265,10,small-world,1.0,0.5,500
266,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,266,10,small-world,1.0,0.5,1000
267,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,267,10,small-world,1.0,0.5,2000
268,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,268,10,small-world,1.0,0.5,5000
269,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,269,10,small-world,1.0,0.5,10000
270,0.41348404681738027,1.0,1.0,0.8,0.6637037037037038,0.572962962962963,0.06111111111111111,0.5001094803264426,270,20,ba,0.0,0.0,500
271,0.38726754726754725,1.0,1.0,0.8,0.593015873015873,0.29962962962962963,0.05555555555555555,0.584177183440254,271,20,ba,0.0,0.0,1000
272,0.6480920314253648,1.0,1.0,0.5,0.9015873015873014,0.4666666666666667,0.15555555555555556,0.7260827973065397,272,20,ba,0.0,0.0,2000
273,0.6309147025813693,1.0,1.0,0.6444444444444445,0.8925925925925924,0.4111111111111111,0.022222222222222223,0.6693787262632367,273,20,ba,0.0,0.0,5000
274,0.6269055635722303,1.0,1.0,0.4888888888888889,0.8804232804232807,0.5703703703703703,0.08888888888888889,0.6663641038803118,274,20,ba,0.0,0.0,10000
275,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9716402116402117,275,20,ba,0.0,0.1,500
276,0.8851851851851851,1.0,1.0,1.0,0.9428571428571427,0.6222222222222222,0.6222222222222222,0.8131419457031247,276,20,ba,0.0,0.1,1000
277,0.9228395061728395,1.0,1.0,1.0,0.9714285714285714,0.8,0.6222222222222222,0.8318675391147525,277,20,ba,0.0,0.1,2000
278,0.9268518518518519,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,0.740565575520291,278,20,ba,0.0,0.1,5000
279,0.9082716049382715,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,0.8464216761074382,279,20,ba,0.0,0.1,10000
280,0.975,1.0,1.0,1.0,1.0,1.0,0.8,0.9492209450830141,280,20,ba,0.0,0.2,500
281,0.975,1.0,1.0,1.0,1.0,1.0,0.8,0.9341594128690903,281,20,ba,0.0,0.2,1000
282,0.975,1.0,1.0,1.0,1.0,1.0,0.8,0.9574603174603173,282,20,ba,0.0,0.2,2000
283,0.9317901234567901,1.0,1.0,1.0,1.0,1.0,0.4888888888888889,0.8420990196501568,283,20,ba,0.0,0.2,5000
284,0.975,1.0,1.0,1.0,1.0,1.0,0.8,0.8891402116402115,284,20,ba,0.0,0.2,10000
285,0.78015873015873,1.0,1.0,0.8,0.8177777777777777,0.6451851851851852,0.8,0.8563564491299268,285,20,ba,0.0,0.3,500
286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,286,20,ba,0.0,0.3,1000
287,0.895238095238095,1.0,1.0,1.0,0.895238095238095,0.35555555555555557,1.0,0.9050108932461876,287,20,ba,0.0,0.3,2000
288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,288,20,ba,0.0,0.3,5000
289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9238886240443525,289,20,ba,0.0,0.3,10000
290,0.701851851851852,1.0,1.0,0.4777777777777778,1.0,1.0,1.0,0.7184555854672341,290,20,ba,0.0,0.4,500
291,0.8444444444444443,1.0,1.0,1.0,0.8444444444444443,0.9066666666666664,1.0,0.8304604780455942,291,20,ba,0.0,0.4,1000
292,0.9666666666666667,1.0,1.0,1.0,0.9666666666666667,0.9,1.0,0.9866666666666665,292,20,ba,0.0,0.4,2000
293,0.9333333333333333,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,0.9238095238095236,293,20,ba,0.0,0.4,5000
294,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,294,20,ba,0.0,0.4,10000
295,0.8,1.0,1.0,0.8,1.0,1.0,1.0,0.9074074074074077,295,20,ba,0.0,0.5,500
296,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,296,20,ba,0.0,0.5,1000
297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,297,20,ba,0.0,0.5,2000
298,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,298,20,ba,0.0,0.5,5000
299,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,299,20,ba,0.0,0.5,10000
300,0.5688640371973707,0.95,0.8,0.6222222222222222,0.3814814814814814,0.3518518518518518,0.15259259259259256,0.683558315717925,300,20,ba,0.5,0.0,500
301,0.7066666666666666,0.95,0.8,0.6351851851851852,0.6444444444444445,0.8814814814814814,0.28888888888888886,0.7744666872710506,301,20,ba,0.5,0.0,1000
302,0.8061728395061727,1.0,1.0,0.8222222222222222,0.5888888888888889,0.6333333333333333,0.4888888888888889,0.8201867875325715,302,20,ba,0.5,0.0,2000
303,0.6972134038800706,1.0,1.0,1.0,0.5074074074074074,0.24074074074074073,0.25555555555555554,0.751000556562662,303,20,ba,0.5,0.0,5000
304,0.7242648709315376,1.0,1.0,0.8055555555555556,0.4666666666666667,0.6444444444444445,0.2222222222222222,0.7482017828707132,304,20,ba,0.5,0.0,10000
305,0.794620811287478,1.0,1.0,1.0,0.6370370370370371,0.26666666666666666,0.6222222222222222,0.8206469929192889,305,20,ba,0.5,0.1,500
306,0.7318261984928652,0.95,0.8,0.8,0.7,0.43333333333333335,0.4,0.7752313277332418,306,20,ba,0.5,0.1,1000
307,0.7802469135802468,1.0,1.0,1.0,0.6,0.4074074074074074,0.4666666666666667,0.7989829484600364,307,20,ba,0.5,0.1,2000
308,0.730952380952381,0.95,0.8,0.8,0.5962962962962962,0.3074074074074074,0.4666666666666667,0.8077689442447489,308,20,ba,0.5,0.1,5000
309,0.7129188712522047,1.0,1.0,1.0,0.4518518518518519,0.3259259259259259,0.37777777777777777,0.7789752767982403,309,20,ba,0.5,0.1,10000
310,0.8936507936507935,0.95,0.8,0.8,0.8666666666666665,0.6222222222222222,1.0,0.8901239779028278,310,20,ba,0.5,0.2,500
311,0.8394179894179892,1.0,1.0,1.0,0.8222222222222219,0.4666666666666667,0.35555555555555557,0.8638272978206236,311,20,ba,0.5,0.2,1000
312,0.7328042328042329,1.0,1.0,1.0,0.6222222222222222,0.24444444444444444,0.17777777777777778,0.7805791637295768,312,20,ba,0.5,0.2,2000
313,0.696981721981722,1.0,1.0,1.0,0.6074074074074074,0.3111111111111111,0.2296296296296296,0.7878352781545871,313,20,ba,0.5,0.2,5000
314,0.7735008818342152,1.0,1.0,1.0,0.5703703703703702,0.32592592592592595,0.6222222222222222,0.8327596896662944,314,20,ba,0.5,0.2,10000
315,0.922222222222222,1.0,1.0,1.0,0.9333333333333333,0.8,0.6444444444444445,0.9542087542087542,315,20,ba,0.5,0.3,500
316,0.9333333333333333,1.0,1.0,1.0,0.8444444444444444,0.5333333333333333,1.0,0.8970272904483431,316,20,ba,0.5,0.3,1000
317,0.9428571428571427,1.0,1.0,1.0,0.8666666666666665,0.6222222222222222,1.0,0.959431216931217,317,20,ba,0.5,0.3,2000
318,0.8738095238095238,1.0,1.0,1.0,0.7444444444444445,0.43333333333333335,0.8,0.8922779852681814,318,20,ba,0.5,0.3,5000
319,0.8453703703703703,1.0,1.0,1.0,0.6814814814814815,0.35555555555555557,0.8,0.8210019585169389,319,20,ba,0.5,0.3,10000
320,0.9,0.9,0.9333333333333333,1.0,1.0,1.0,1.0,0.975,320,20,ba,0.5,0.4,500
321,0.95,0.9333333333333333,0.9,1.0,1.0,1.0,1.0,0.9833333333333333,321,20,ba,0.5,0.4,1000
322,0.95,1.0,1.0,0.8,0.9333333333333333,0.8,1.0,0.9268817204301077,322,20,ba,0.5,0.4,2000
323,0.949206349206349,1.0,1.0,1.0,0.8814814814814813,0.6444444444444445,1.0,0.9746031746031747,323,20,ba,0.5,0.4,5000
324,0.8507936507936507,1.0,1.0,1.0,0.6370370370370371,0.28888888888888886,1.0,0.8878454715219423,324,20,ba,0.5,0.4,10000
325,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,325,20,ba,0.5,0.5,500
326,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,326,20,ba,0.5,0.5,1000
327,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,327,20,ba,0.5,0.5,2000
328,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,328,20,ba,0.5,0.5,5000
329,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,329,20,ba,0.5,0.5,10000
330,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9549287161258263,330,20,ba,1.0,0.0,500
331,0.9269841269841268,0.949206349206349,0.6444444444444445,0.8,1.0,1.0,1.0,0.8549985036336155,331,20,ba,1.0,0.0,1000
332,0.975,1.0,1.0,1.0,1.0,1.0,0.8,0.8498469427414715,332,20,ba,1.0,0.0,2000
333,0.975,1.0,1.0,1.0,1.0,1.0,0.8,0.927030248723797,333,20,ba,1.0,0.0,5000
334,0.9333333333333331,0.9714285714285713,0.8,0.8,1.0,1.0,0.8,0.8974856248271155,334,20,ba,1.0,0.0,10000
335,0.975,1.0,1.0,1.0,1.0,1.0,0.8,0.8851802816271508,335,20,ba,1.0,0.1,500
336,0.9165432098765433,1.0,1.0,1.0,1.0,1.0,0.6296296296296297,0.9024858803084611,336,20,ba,1.0,0.1,1000
337,0.975,1.0,1.0,1.0,1.0,1.0,0.8,0.8672718076736433,337,20,ba,1.0,0.1,2000
338,0.975,1.0,1.0,1.0,1.0,1.0,0.8,0.9269672625401212,338,20,ba,1.0,0.1,5000
339,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9192592592592594,339,20,ba,1.0,0.1,10000
340,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8717615718886739,340,20,ba,1.0,0.2,500
341,0.975,1.0,1.0,1.0,1.0,1.0,0.8,0.9393399044205495,341,20,ba,1.0,0.2,1000
342,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9488814732418737,342,20,ba,1.0,0.2,2000
343,0.9416666666666667,1.0,1.0,1.0,1.0,1.0,0.5333333333333333,0.9045389122017478,343,20,ba,1.0,0.2,5000
344,0.9555555555555556,1.0,1.0,1.0,1.0,1.0,0.6444444444444445,0.8742712949720736,344,20,ba,1.0,0.2,10000
345,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.961904761904762,345,20,ba,1.0,0.3,500
346,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,346,20,ba,1.0,0.3,1000
347,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9857142857142858,347,20,ba,1.0,0.3,2000
348,0.975,1.0,1.0,1.0,1.0,1.0,0.8,0.9574603174603176,348,20,ba,1.0,0.3,5000
349,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9540740740740742,349,20,ba,1.0,0.3,10000
350,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9492063492063493,350,20,ba,1.0,0.4,500
351,0.95,0.9714285714285716,0.8,0.8,1.0,1.0,1.0,0.9655172413793104,351,20,ba,1.0,0.4,1000
352,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9746031746031747,352,20,ba,1.0,0.4,2000
353,0.975,1.0,1.0,1.0,1.0,1.0,0.8,0.9777777777777776,353,20,ba,1.0,0.4,5000
354,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,354,20,ba,1.0,0.4,10000
355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,355,20,ba,1.0,0.5,500
356,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,356,20,ba,1.0,0.5,1000
357,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,357,20,ba,1.0,0.5,2000
358,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,358,20,ba,1.0,0.5,5000
359,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,359,20,ba,1.0,0.5,10000
360,0.8611111111111112,1.0,1.0,0.4444444444444444,1.0,1.0,1.0,0.877777777777778,360,20,er,0.0,0.0,500
361,0.9333333333333333,1.0,1.0,1.0,0.9333333333333333,0.8,1.0,0.9217391304347826,361,20,er,0.0,0.0,1000
362,0.8833333333333333,1.0,1.0,0.5333333333333333,1.0,1.0,1.0,0.9176470588235295,362,20,er,0.0,0.0,2000
363,0.8203703703703703,1.0,1.0,1.0,0.8666666666666667,0.6222222222222222,0.8,0.8476931358881964,363,20,er,0.0,0.0,5000
364,0.8,1.0,1.0,0.6444444444444445,0.8814814814814814,0.6444444444444445,1.0,0.8243509261412072,364,20,er,0.0,0.0,10000
365,0.5466666666666666,1.0,1.0,1.0,0.7370370370370369,0.4111111111111111,0.2222222222222222,0.7090606782073856,365,20,er,0.0,0.1,500
366,0.8833333333333333,1.0,1.0,0.5333333333333333,1.0,1.0,1.0,0.9263157894736845,366,20,er,0.0,0.1,1000
367,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9529411764705881,367,20,er,0.0,0.1,2000
368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,368,20,er,0.0,0.1,5000
369,0.8392592592592593,1.0,1.0,0.8,0.9333333333333333,0.8,0.8,0.8678240202536875,369,20,er,0.0,0.1,10000
370,0.7955555555555557,1.0,1.0,1.0,1.0,1.0,0.28888888888888886,0.8819926804274633,370,20,er,0.0,0.2,500
371,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8958794292127622,371,20,er,0.0,0.2,1000
372,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8624797287335986,372,20,er,0.0,0.2,2000
373,0.7037037037037036,1.0,1.0,0.8,0.7444444444444445,0.43333333333333335,1.0,0.7594741948819812,373,20,er,0.0,0.2,5000
374,0.9333333333333333,1.0,1.0,1.0,0.9333333333333333,0.8,1.0,0.9217391304347826,374,20,er,0.0,0.2,10000
375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9099972152603732,375,20,er,0.0,0.3,500
376,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.948148148148148,376,20,er,0.0,0.3,1000
377,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.912670565302144,377,20,er,0.0,0.3,2000
378,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9478260869565217,378,20,er,0.0,0.3,5000
379,0.8222222222222222,1.0,1.0,0.5333333333333333,0.9333333333333333,0.8,1.0,0.8590560334805856,379,20,er,0.0,0.3,10000
380,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,380,20,er,0.0,0.4,500
381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9215488215488216,381,20,er,0.0,0.4,1000
382,0.8666666666666665,1.0,1.0,1.0,0.8666666666666665,0.6222222222222222,1.0,0.8559351324057207,382,20,er,0.0,0.4,2000
383,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9555555555555556,383,20,er,0.0,0.4,5000
384,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9789473684210525,384,20,er,0.0,0.4,10000
385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,385,20,er,0.0,0.5,500
386,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,386,20,er,0.0,0.5,1000
387,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,387,20,er,0.0,0.5,2000
388,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,388,20,er,0.0,0.5,5000
389,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,389,20,er,0.0,0.5,10000
390,0.7314814814814816,1.0,1.0,0.4666666666666667,0.5333333333333333,0.5333333333333333,1.0,0.8256544553159635,390,20,er,0.5,0.0,500
391,0.8814814814814813,1.0,1.0,1.0,0.6444444444444445,0.6444444444444445,1.0,0.7321326107791747,391,20,er,0.5,0.0,1000
392,0.7796296296296296,1.0,1.0,0.8,0.4666666666666667,0.4666666666666667,1.0,0.8235361714309082,392,20,er,0.5,0.0,2000
393,0.7444444444444445,1.0,1.0,0.6444444444444445,0.4444444444444444,0.4444444444444444,1.0,0.8123291740938802,393,20,er,0.5,0.0,5000
394,0.8037037037037035,1.0,1.0,0.8,0.5333333333333333,0.5333333333333333,1.0,0.8755892255892254,394,20,er,0.5,0.0,10000
395,0.8222222222222219,1.0,1.0,1.0,0.4666666666666667,0.4666666666666667,1.0,0.8505050505050503,395,20,er,0.5,0.1,500
396,0.7759259259259259,1.0,1.0,0.5333333333333333,0.6444444444444445,0.6444444444444445,1.0,0.8285941253971943,396,20,er,0.5,0.1,1000
397,0.8814814814814813,1.0,1.0,1.0,0.6444444444444445,0.6444444444444445,1.0,0.852642365685844,397,20,er,0.5,0.1,2000
398,0.8444444444444444,1.0,1.0,1.0,0.5333333333333333,0.5333333333333333,1.0,0.8327331283853022,398,20,er,0.5,0.1,5000
399,0.8444444444444443,1.0,1.0,1.0,0.5333333333333333,0.5333333333333333,1.0,0.8520007770007769,399,20,er,0.5,0.1,10000
400,0.8444444444444443,1.0,1.0,1.0,0.5333333333333333,0.5333333333333333,1.0,0.8660957400087836,400,20,er,0.5,0.2,500
401,0.8074074074074074,1.0,1.0,0.8,0.5333333333333333,0.5333333333333333,1.0,0.8506466784244561,401,20,er,0.5,0.2,1000
402,0.8444444444444441,1.0,1.0,1.0,0.5333333333333333,0.5333333333333333,1.0,0.8833333333333333,402,20,er,0.5,0.2,2000
403,0.7333333333333332,0.9,0.8,0.8,0.4666666666666667,0.4666666666666667,1.0,0.802327193503664,403,20,er,0.5,0.2,5000
404,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9639730639730639,404,20,er,0.5,0.2,10000
405,0.631111111111111,1.0,1.0,1.0,0.4444444444444444,0.4444444444444444,0.3851851851851852,0.7987535813622769,405,20,er,0.5,0.3,500
406,0.9333333333333333,1.0,1.0,1.0,0.8,0.8,1.0,0.9545454545454545,406,20,er,0.5,0.3,1000
407,0.8444444444444443,1.0,1.0,1.0,0.5333333333333333,0.5333333333333333,1.0,0.8431623931623932,407,20,er,0.5,0.3,2000
408,0.8444444444444443,1.0,1.0,1.0,0.5333333333333333,0.5333333333333333,1.0,0.8324118376749955,408,20,er,0.5,0.3,5000
409,0.8814814814814813,1.0,1.0,1.0,0.6444444444444445,0.6444444444444445,1.0,0.8643097643097643,409,20,er,0.5,0.3,10000
410,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9377777777777777,410,20,er,0.5,0.4,500
411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,411,20,er,0.5,0.4,1000
412,0.8222222222222222,1.0,1.0,1.0,0.4666666666666667,0.4666666666666667,1.0,0.872222222222222,412,20,er,0.5,0.4,2000
413,0.9333333333333333,1.0,1.0,1.0,0.8,0.8,1.0,0.95,413,20,er,0.5,0.4,5000
414,0.8814814814814814,1.0,1.0,1.0,0.6444444444444445,0.6444444444444445,1.0,0.9111111111111111,414,20,er,0.5,0.4,10000
415,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,415,20,er,0.5,0.5,500
416,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,416,20,er,0.5,0.5,1000
417,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,417,20,er,0.5,0.5,2000
418,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,418,20,er,0.5,0.5,5000
419,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,419,20,er,0.5,0.5,10000
420,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,420,20,er,1.0,0.0,500
421,0.9599999999999999,1.0,1.0,0.8,1.0,1.0,1.0,0.8940707279837716,421,20,er,1.0,0.0,1000
422,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,422,20,er,1.0,0.0,2000
423,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,423,20,er,1.0,0.0,5000
424,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,424,20,er,1.0,0.0,10000
425,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,425,20,er,1.0,0.1,500
426,0.9111111111111111,1.0,1.0,1.0,1.0,1.0,0.6444444444444445,0.9372549019607842,426,20,er,1.0,0.1,1000
427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,427,20,er,1.0,0.1,2000
428,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,428,20,er,1.0,0.1,5000
429,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,429,20,er,1.0,0.1,10000
430,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,430,20,er,1.0,0.2,500
431,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,431,20,er,1.0,0.2,1000
432,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,432,20,er,1.0,0.2,2000
433,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,433,20,er,1.0,0.2,5000
434,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,434,20,er,1.0,0.2,10000
435,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.874775828460039,435,20,er,1.0,0.3,500
436,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,436,20,er,1.0,0.3,1000
437,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9333333333333333,437,20,er,1.0,0.3,2000
438,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,438,20,er,1.0,0.3,5000
439,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,439,20,er,1.0,0.3,10000
440,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,440,20,er,1.0,0.4,500
441,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9416666666666667,441,20,er,1.0,0.4,1000
442,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8545098039215683,442,20,er,1.0,0.4,2000
443,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,443,20,er,1.0,0.4,5000
