crossover_proportion,crossover_edges,mutation_prob,elitism_proportion,mean,std,count
0.5,3,0.8,0.4,-122285.69372822871,347.8657820580095,2
0.4,5,1.0,0.3,-122318.63483568092,2724.9948951590864,2
0.4,2,0.9,0.2,-122332.99178245361,4634.134466086477,2
0.2,1,0.8,0.2,-122343.8385174864,1076.4072030176133,2
0.2,3,1.0,0.5,-122352.53769169899,1885.9858786876016,2
0.5,3,0.7,0.1,-122361.84763649057,1765.0874136925847,2
0.3,2,0.6,0.2,-122362.93335213042,340.7983995692583,2
0.4,4,1.0,0.4,-122363.29610256533,48.01402914056153,2
0.4,5,1.0,0.2,-122363.87593879804,2494.1618514379315,2
0.3,3,0.9,0.1,-122370.7921377638,293.10730851678983,2
0.2,4,0.7,0.4,-122371.32992002563,2943.457621927153,2
0.6,2,1.0,0.4,-122372.64991099393,1903.819235382942,2
0.2,4,0.8,0.3,-122386.11360648264,2110.406007467992,2
0.2,5,1.0,0.3,-122393.76813751229,734.1574415553085,2
0.4,4,0.8,0.2,-122402.68450570788,3556.0542957031316,2
0.3,4,0.9,0.2,-122406.88135669229,80.23147428602859,2
0.6,3,0.6,0.1,-122409.73232016267,1851.8895490819273,2
0.6,4,0.9,0.1,-122448.39996953431,1741.0561264186065,2
0.2,1,0.9,0.5,-122458.43067079122,1843.9606663329002,2
0.3,4,0.6,0.1,-122463.21234363121,4006.025258013975,2
0.2,5,0.6,0.4,-122465.4336146176,743.423200417914,2
0.6,4,0.8,0.1,-122466.48952564385,3443.9387779911253,2
0.4,5,0.9,0.1,-122508.99594241931,1712.0798303123597,2
0.2,1,1.0,0.4,-122532.02533995641,1968.418176810481,2
0.3,5,0.8,0.3,-122536.5494416753,2701.045955304323,2
0.5,2,1.0,0.2,-122539.27840547642,3545.733294955685,2
0.4,2,0.9,0.4,-122544.73343076411,256.3480678791353,2
0.4,1,1.0,0.2,-122548.04211867403,531.3489353922483,2
0.4,2,0.9,0.1,-122548.18266496455,1151.7504245090697,2
0.2,3,0.7,0.5,-122558.28881232678,1249.261148915635,2
0.4,3,0.9,0.2,-122561.97123028841,532.0457163889355,2
0.3,1,1.0,0.5,-122566.68256680538,423.7156500614539,2
0.4,4,0.8,0.3,-122566.94782398528,2524.090387514038,2
0.3,4,0.7,0.2,-122568.3830573564,2984.860581562524,2
0.5,1,1.0,0.3,-122577.41893083963,1622.7011436059315,2
0.2,5,0.7,0.2,-122580.39951227733,3543.30625692933,2
0.4,4,0.8,0.1,-122586.19786745787,1548.340704199291,2
0.5,1,0.9,0.3,-122599.23750704483,3209.996601513089,2
0.6,5,1.0,0.2,-122617.08233115589,885.6175934218159,2
0.6,1,0.9,0.2,-122621.21496803816,704.8120196818186,2
0.3,3,0.9,0.2,-122634.44378049142,1339.2074747859606,2
0.3,5,1.0,0.4,-122636.12447009169,1574.4463128149403,2
0.4,3,0.6,0.2,-122646.58829080932,534.2818098887525,2
0.5,2,0.9,0.3,-122661.46498791578,2772.9979767181803,2
0.3,5,0.8,0.4,-122665.37238866047,480.2317447373913,2
0.4,3,0.8,0.3,-122669.90533235652,1344.8055646998182,2
0.2,1,0.7,0.3,-122674.44042753086,1614.5870817404937,2
0.4,4,0.8,0.4,-122678.73888280927,3737.57187073293,2
0.5,5,0.6,0.2,-122685.88567805955,1011.9290607623743,2
0.3,2,0.9,0.4,-122688.05569603507,1828.569626380535,2
0.5,2,0.7,0.1,-122689.92468594422,2229.5864869840557,2
0.3,1,0.7,0.1,-122701.6417042381,541.6360691426162,2
0.3,2,0.7,0.1,-122709.55929651888,409.33992172879255,2
0.5,1,0.8,0.2,-122709.65832742307,3257.468964978696,2
0.3,2,1.0,0.2,-122717.04066647816,3287.904257698101,2
0.3,4,1.0,0.2,-122718.66350124599,2072.5551200529408,2
0.3,3,0.8,0.4,-122724.58377923512,206.44475029019404,2
0.2,4,0.9,0.5,-122729.8040593656,79.02858830812845,2
0.4,5,0.9,0.3,-122733.36796864969,1542.4784690554634,2
0.6,5,0.7,0.2,-122758.39410802966,1634.3989534584434,2
0.4,1,0.7,0.2,-122760.42880861787,445.68400747752673,2
0.3,2,1.0,0.4,-122762.49433610542,796.4324645096051,2
0.3,2,1.0,0.3,-122762.70517410923,2902.6499783498,2
0.6,3,0.9,0.2,-122774.90113458349,637.7545113515661,2
0.2,4,1.0,0.3,-122780.98653587277,1484.0409411259348,2
0.2,5,0.8,0.5,-122783.62390619724,3434.9396644424796,2
0.6,2,0.9,0.3,-122811.5132528994,1224.873539334331,2
0.2,3,0.9,0.3,-122812.36194269304,1649.3984774922926,2
0.6,2,0.9,0.4,-122816.38480964114,1249.2836906213822,2
0.2,2,0.9,0.3,-122817.01439757076,2324.5969557707267,2
0.6,1,0.6,0.1,-122817.20195852147,3778.4653773888945,2
0.5,4,0.8,0.1,-122859.62213546333,4333.177241918887,2
0.6,1,0.8,0.4,-122867.65800032881,1394.703149411534,2
