crossover_proportion,crossover_edges,mutation_prob,elitism_proportion,mean,std,count
0.5,3,0.8,0.4,-81165.51569432797,301.3541075583557,2
0.6,3,0.9,0.1,-81178.37038876931,1478.92280165709,2
0.5,5,1.0,0.5,-81178.77827775994,34.66994111110382,2
0.2,2,0.7,0.5,-81198.20582321106,986.5920330701875,2
0.6,1,1.0,0.4,-81206.55156332266,1799.804193929333,2
0.6,3,1.0,0.3,-81208.17981644576,2831.7702193664472,2
0.3,3,0.7,0.5,-81217.74796513174,189.572477689863,2
0.5,5,0.6,0.5,-81221.39510864567,579.5577076054994,2
0.2,5,0.7,0.4,-81249.39585191009,2465.81345551365,2
0.2,5,1.0,0.5,-81250.86850860628,2873.4501008175744,2
0.6,5,1.0,0.1,-81254.10133816017,3401.4138311994575,2
0.4,1,0.8,0.5,-81261.61041304308,168.86069326134265,2
0.5,4,0.9,0.2,-81263.78004657986,269.44938358395285,2
0.2,2,0.7,0.4,-81277.05983320008,1962.0367389612684,2
0.4,1,0.6,0.5,-81279.31939350968,2034.424235274314,2
0.2,3,0.6,0.2,-81280.19991887573,97.2906647472879,2
0.4,3,0.8,0.5,-81298.9660619791,4110.154875870638,2
0.3,1,0.7,0.3,-81300.20700522169,1366.2467778621651,2
0.6,1,0.8,0.4,-81323.135774267,2241.90375457026,2
0.5,4,0.8,0.5,-81329.42508411303,1826.7235884894078,2
0.5,5,0.9,0.5,-81344.2980059431,2569.18441333951,2
0.6,4,0.9,0.2,-81350.42865951356,318.6124695032739,2
0.2,4,0.7,0.4,-81356.67925004815,1360.125495251425,2
0.5,1,0.9,0.4,-81383.1812220602,106.93860465824399,2
0.5,4,0.6,0.3,-81390.65214612367,143.08280287455563,2
0.3,2,0.6,0.1,-81396.93702455197,2066.770232910235,2
0.4,2,0.7,0.1,-81399.72476381957,3814.495350268988,2
0.2,2,0.6,0.5,-81405.54265155867,3215.5743044174974,2
0.6,3,0.9,0.2,-81407.94683970799,3167.816140151703,2
0.2,2,0.9,0.5,-81412.12871408297,788.7444515315822,2
0.6,2,0.7,0.1,-81416.09336271259,494.22363072172567,2
0.6,5,1.0,0.3,-81418.68118495196,2015.808462207087,2
0.6,1,0.8,0.3,-81444.54554449893,4160.418012760623,2
0.4,4,0.6,0.5,-81451.51751323663,118.64362752291416,2
0.3,1,0.7,0.5,-81454.52327312468,4171.535924281855,2
0.6,4,0.6,0.3,-81460.11795434152,2948.0258116413856,2
0.3,5,0.9,0.3,-81465.68180295428,965.2280826577877,2
0.5,4,0.6,0.4,-81476.61849973063,433.2249737424159,2
0.5,2,0.7,0.5,-81485.18930851466,1508.7644637627275,2
0.6,3,0.6,0.1,-81490.83895943667,214.08767528516293,2
0.6,2,0.8,0.1,-81501.74245247905,970.0475008272651,2
0.5,4,1.0,0.5,-81504.30792049598,3237.174164965991,2
0.3,4,0.7,0.4,-81518.84228611815,1058.8782322223599,2
0.3,5,0.6,0.2,-81530.87418560997,615.566870109996,2
0.4,4,0.6,0.3,-81552.69457561277,822.9508484371825,2
0.3,1,0.7,0.1,-81566.25153714925,1133.5078591086083,2
0.6,2,0.8,0.2,-81575.06399102364,2731.9727135182634,2
0.5,3,1.0,0.2,-81600.76963489444,1057.5809650583285,2
0.5,2,0.9,0.4,-81620.75939482095,32.53542123269978,2
0.4,1,0.6,0.1,-81628.8673039035,331.48708574173406,2
0.2,4,0.9,0.5,-81645.85324320744,1664.7901547532251,2
0.6,3,0.8,0.1,-81650.09353322552,499.75861709331934,2
0.6,5,1.0,0.5,-81667.65198055218,1433.4664791369253,2
0.4,4,0.8,0.5,-81676.63688364383,822.5854725602453,2
0.4,2,0.9,0.4,-81679.53119513868,1374.4041734817931,2
0.6,1,0.9,0.5,-81688.70129057812,1253.7923034823898,2
0.3,2,0.6,0.4,-81690.57929034765,1042.6434975617092,2
0.5,5,0.7,0.4,-81693.42692403478,772.4195184796025,2
0.2,4,0.6,0.4,-81702.94276719907,756.1204869500865,2
0.4,5,0.6,0.1,-81707.91721845044,308.3066438982959,2
0.5,4,0.8,0.2,-81714.46463469151,105.9452747655818,2
0.5,2,0.8,0.5,-81727.32134125222,2509.148052389449,2
0.4,4,0.6,0.2,-81732.65807404259,1054.017791640261,2
0.6,4,0.8,0.3,-81743.12692421688,708.6470605752196,2
0.6,2,1.0,0.1,-81747.43459946007,654.6713448243304,2
0.5,3,1.0,0.5,-81752.59391625316,484.0204914312808,2
0.4,5,0.8,0.4,-81789.21440269816,1297.1906017679048,2
0.2,5,0.8,0.5,-81815.28616740584,3708.0707320940865,2
0.5,4,0.9,0.5,-81828.46655242136,670.5114183980664,2
0.4,2,0.6,0.1,-81833.44676814992,887.6908732405371,2
0.2,4,0.9,0.4,-81840.52371449894,76.05792946594008,2
0.2,3,0.7,0.4,-81848.73535543421,3912.9056551070385,2
0.6,4,0.8,0.1,-81850.46523799933,593.1196586539095,2
0.6,1,0.7,0.4,-81876.0814670006,1094.3772160839828,2
0.3,1,0.9,0.5,-81894.36035843729,2197.066168855302,2
0.3,3,0.6,0.2,-81897.50010855071,3891.1583269755874,2
0.4,2,0.6,0.2,-81911.96686400258,144.74497968727115,2
0.3,2,0.7,0.3,-81923.16168620135,3064.4405601706057,2
0.6,5,0.9,0.5,-81931.22863332709,1715.4726021507104,2
0.6,2,0.8,0.4,-81949.20533728445,3423.6553323304875,2
0.5,4,0.7,0.4,-81957.65185070282,2096.9297275433505,2
0.5,1,0.9,0.5,-81967.77289317735,1885.9546007531467,2
0.3,1,0.6,0.3,-81970.36047883584,2497.7905350447377,2
0.5,3,0.8,0.3,-81992.09735689797,4864.160843820901,2
0.6,2,0.8,0.5,-82022.40887196828,4987.01719483895,2
0.6,3,0.7,0.2,-82025.28098551274,1705.6890893563327,2
0.6,1,0.9,0.3,-82036.46256130874,516.9331990169472,2
0.6,5,0.9,0.3,-82046.69082844217,547.5361782014456,2
0.2,4,0.6,0.1,-82067.42729812398,611.1090145598259,2
0.5,5,0.8,0.2,-82070.87558935842,115.43058873357289,2
0.6,5,0.7,0.4,-82081.96079194531,3883.700522658757,2
0.6,1,0.6,0.5,-82086.04492332021,2468.0078500325917,2
0.5,2,0.8,0.4,-82105.79456625626,1115.0001544351342,2
0.2,1,0.7,0.4,-82148.45102955042,1053.7590161546484,2
0.5,2,0.9,0.2,-82185.15341651277,271.54868891090194,2
0.6,3,0.8,0.5,-82199.37016431408,3002.921023186765,2
0.5,2,1.0,0.2,-82200.58712541292,4399.559078071067,2
0.6,1,1.0,0.5,-82223.8175775801,137.38809689738275,2
0.6,5,0.7,0.3,-82253.6462879498,964.0675234940987,2
0.6,5,0.6,0.2,-82255.15874243942,1310.437361845474,2
0.3,3,0.7,0.3,-82292.12251986483,2090.9777878248265,2
0.3,4,0.8,0.3,-82293.84472785427,101.461266790912,2
0.4,2,0.8,0.5,-82311.40362642729,312.0401458295843,2
0.6,4,0.9,0.5,-82314.07979515972,812.0942565341444,2
0.2,5,0.6,0.3,-82340.67081874482,890.4134271303876,2
0.4,1,0.9,0.5,-82363.2713259056,1310.186216239388,2
0.6,1,0.6,0.4,-82367.24491130767,1744.4332182155804,2
0.5,2,0.6,0.5,-82368.83989067163,5358.202749213457,2
0.5,3,0.7,0.4,-82384.14904988586,1012.9481442578257,2
0.6,4,0.7,0.1,-82401.32588358063,3073.94314302677,2
0.6,5,0.8,0.4,-82442.8951474551,2986.82605852408,2
0.4,5,0.9,0.4,-82501.99379482368,4205.611052177497,2
0.4,2,0.7,0.5,-82503.28237833921,993.5993987124797,2
0.5,4,0.8,0.4,-82509.63080950239,201.92885702683103,2
0.3,4,0.7,0.5,-82515.38620381073,3079.8368598386223,2
0.4,2,1.0,0.5,-82552.16868688667,1374.986019068324,2
0.5,3,0.8,0.5,-82570.34602253826,3273.5509726480423,2
0.6,5,0.7,0.5,-82594.0023486935,733.9694431292901,2
0.3,4,0.6,0.5,-82601.13433744846,1563.6571239769296,2
0.6,4,0.8,0.2,-82637.3567202274,2074.131834769651,2
0.5,5,0.8,0.4,-82679.31051492359,1360.2519376670853,2
0.5,3,0.6,0.5,-82680.06241430916,790.6275629817762,2
0.2,3,0.8,0.4,-82680.91418748452,2338.020413860854,2
0.3,4,0.6,0.4,-82688.82616770078,391.2899711952466,2
0.4,4,0.9,0.5,-82699.0444454145,2797.3476806655726,2
0.4,4,1.0,0.5,-82713.73590280331,3367.572319963804,2
0.3,2,0.7,0.4,-82715.93678373312,1358.4631259425537,2
0.4,3,0.6,0.5,-82734.48639580292,31.49441989734338,2
0.6,3,0.6,0.5,-82741.8396143649,1742.7821563902564,2
0.4,1,0.6,0.3,-82744.77158414986,183.6167480097059,2
0.2,1,0.6,0.4,-82784.12932532419,55.56725458425784,2
0.4,4,0.7,0.4,-82837.36371363526,769.2303894855872,2
0.5,3,0.7,0.5,-82838.55945466313,2226.079201073272,2
0.6,4,0.7,0.5,-82864.47427616792,288.68114243196896,2
0.5,3,0.6,0.3,-82889.50836471739,735.2906719636594,2
0.5,3,0.6,0.4,-82934.32032591478,475.4323096379797,2
0.6,2,1.0,0.5,-82943.60718854808,2159.7504226106767,2
0.6,4,0.6,0.4,-82947.64480925103,245.881861404168,2
0.3,4,0.9,0.4,-82953.02670564718,491.6793595674553,2
0.2,5,0.6,0.5,-82987.45373352047,613.038732754611,2
0.4,1,0.6,0.4,-82991.05897160809,94.30833517239891,2
0.5,2,0.6,0.4,-83061.976686787,369.87262257438994,2
0.3,3,0.8,0.4,-83063.10515249218,541.2499376369959,2
0.4,2,0.9,0.5,-83067.48411406655,500.63888872505225,2
0.4,5,1.0,0.5,-83079.51885872666,3155.518103495465,2
0.6,5,0.6,0.3,-83121.86615032969,877.6516154015352,2
0.2,1,0.9,0.4,-83126.64950161523,3430.9073022253524,2
0.2,1,0.8,0.5,-83136.73494531336,294.7395361843288,2
0.2,5,0.7,0.5,-83143.06691246651,3374.894043454513,2
0.5,4,0.7,0.5,-83149.48071007465,605.9441009795057,2
0.3,3,1.0,0.5,-83154.14466163491,1168.9852815798426,2
0.5,2,0.6,0.3,-83169.00855797905,589.1315582190339,2
0.6,1,0.7,0.5,-83188.80872226733,89.25069072338916,2
0.3,5,0.6,0.3,-83189.62185975039,4527.636753557637,2
0.4,5,0.6,0.4,-83192.1167884807,839.0661973551141,2
0.5,4,1.0,0.4,-83205.31778772557,496.83276691410117,2
0.6,3,0.7,0.5,-83216.676861074,1969.776120831281,2
0.6,3,0.9,0.4,-83232.03444549938,363.42771312813966,2
0.5,5,0.6,0.2,-83245.93508607337,282.0682078574339,2
0.6,5,0.6,0.5,-83271.89987193709,740.0785715964003,2
0.4,3,0.7,0.5,-83297.8060529447,3041.9053713871153,2
0.2,3,0.7,0.5,-83302.51464138887,720.6633404823054,2
0.4,2,0.7,0.4,-83337.76143098329,1636.573207002958,2
0.4,5,0.8,0.5,-83392.86353128833,1368.5491135854982,2
0.4,1,0.7,0.5,-83393.17229015211,2214.5245681652395,2
0.6,5,0.7,0.2,-83405.18532437843,788.6987310287626,2
0.3,5,0.6,0.4,-83421.31410810756,1502.1645119172144,2
0.5,5,0.6,0.4,-83444.19566203072,3078.0111346852914,2
0.4,5,0.7,0.5,-83469.35403060388,1066.9201767237494,2
0.3,4,0.7,0.3,-83520.51921437448,15.285851049057442,2
0.4,4,0.7,0.3,-83536.20848099278,1321.85580519524,2
0.6,4,0.6,0.2,-83559.79428061604,1050.6938273497904,2
0.6,4,1.0,0.4,-83570.39144077711,1987.1630799754507,2
0.6,3,0.6,0.4,-83600.17027778433,13.520636150643973,2
0.5,1,0.6,0.5,-83601.41022214324,483.7363357807393,2
0.5,3,0.6,0.2,-83606.35494764362,1138.7294345047258,2
0.3,2,0.7,0.5,-83609.36002933531,650.1393243065637,2
0.5,4,0.9,0.4,-83662.0298364607,1168.1694963803234,2
0.5,4,0.9,0.3,-83662.24801342047,656.0745342338685,2
0.6,4,0.7,0.2,-83662.5910346749,95.95372683267216,2
0.4,3,1.0,0.5,-83675.91664844227,4.893527870362452,2
0.4,3,0.9,0.5,-83716.03270954572,674.7664922849004,2
0.4,3,0.8,0.4,-83756.07690869944,56.983523389918076,2
0.3,3,0.9,0.5,-83760.9790290067,28.450414860899603,2
0.5,4,0.6,0.5,-83788.0814633457,115.98550681933531,2
0.5,4,0.6,0.1,-83795.431088482,91.182879256671,2
0.5,1,0.6,0.4,-83797.6325590545,329.6523517775819,2
0.6,3,0.7,0.4,-83849.2549518248,1060.570720293354,2
0.6,5,0.6,0.1,-83873.12393110133,230.05659768489417,2
0.3,3,0.6,0.5,-84050.72481401483,1691.1509774496622,2
0.5,5,0.7,0.5,-84052.00395156999,1628.7131858387315,2
0.6,3,0.9,0.5,-84085.56413253381,3442.139195496985,2
0.6,2,0.7,0.3,-84097.97212495867,2531.47385390377,2
0.6,4,0.7,0.4,-84100.68594404923,2409.1496153053854,2
0.6,5,0.9,0.1,-84305.80638707771,246.79528120534908,2
0.6,2,0.9,0.5,-84306.51725203886,1746.5311165726735,2
0.6,5,0.6,0.4,-84438.81313198415,1566.0060931277599,2
0.6,2,0.7,0.4,-84482.42229646124,334.710612396971,2
0.6,3,0.7,0.3,-84494.39396261357,373.0925180880922,2
0.6,4,0.7,0.3,-84521.00113178394,240.49354579637682,2
0.6,5,0.8,0.5,-84609.1349948426,3547.9137814359683,2
0.6,2,0.8,0.3,-84983.15407497718,1798.5725998672244,2
0.2,3,0.6,0.5,-85059.12875622191,1145.8146958636867,2
0.5,5,0.6,0.3,-85218.97548738922,351.7166952771952,2
0.6,2,0.6,0.4,-85223.50124396657,1429.1587838331338,2
0.3,5,0.6,0.5,-85248.91604997599,2357.266313846622,2
0.6,2,0.6,0.5,-85301.62340876303,1637.4872073627312,2
0.6,4,0.8,0.5,-85528.6046268575,2912.9164735910276,2
0.6,4,0.6,0.5,-85718.11946658982,2408.5032488764346,2
0.6,2,0.7,0.5,-85752.12076177628,1958.18692633862,2
0.6,4,0.8,0.4,-86036.28250610734,822.2279538634642,2
0.4,5,0.6,0.5,-86188.2268154262,558.939037525681,2
0.3,2,0.6,0.5,-86363.44599141872,1203.659076999087,2
