i,family,syn_cutoff,target_mi,pair_probs,num_vars
583,small-world,0.5,0.31699250014423125,0.7,20
584,small-world,0.5,0.4754887502163468,0.4,20
585,small-world,0.5,0.4754887502163468,0.5,20
586,small-world,0.5,0.4754887502163468,0.6,20
587,small-world,0.5,0.4754887502163468,0.7,20
588,small-world,0.5,0.6339850002884625,0.4,20
589,small-world,0.5,0.6339850002884625,0.5,20
590,small-world,0.5,0.6339850002884625,0.6,20
591,small-world,0.5,0.6339850002884625,0.7,20
592,small-world,0.5,0.792481250360578,0.4,20
593,small-world,0.5,0.792481250360578,0.5,20
594,small-world,0.5,0.792481250360578,0.6,20
595,small-world,0.5,0.792481250360578,0.7,20
596,small-world,0.5,0.9509775004326936,0.4,20
597,small-world,0.5,0.9509775004326936,0.5,20
598,small-world,0.5,0.9509775004326936,0.6,20
599,small-world,0.5,0.9509775004326936,0.7,20
600,small-world,0.6,0.31699250014423125,0.4,20
601,small-world,0.6,0.31699250014423125,0.5,20
602,small-world,0.6,0.31699250014423125,0.6,20
603,small-world,0.6,0.31699250014423125,0.7,20
604,small-world,0.6,0.4754887502163468,0.4,20
605,small-world,0.6,0.4754887502163468,0.5,20
606,small-world,0.6,0.4754887502163468,0.6,20
607,small-world,0.6,0.4754887502163468,0.7,20
608,small-world,0.6,0.6339850002884625,0.4,20
609,small-world,0.6,0.6339850002884625,0.5,20
610,small-world,0.6,0.6339850002884625,0.6,20
611,small-world,0.6,0.6339850002884625,0.7,20
612,small-world,0.6,0.792481250360578,0.4,20
613,small-world,0.6,0.792481250360578,0.5,20
614,small-world,0.6,0.792481250360578,0.6,20
615,small-world,0.6,0.792481250360578,0.7,20
616,small-world,0.6,0.9509775004326936,0.4,20
617,small-world,0.6,0.9509775004326936,0.5,20
618,small-world,0.6,0.9509775004326936,0.6,20
619,small-world,0.6,0.9509775004326936,0.7,20
620,small-world,0.7,0.31699250014423125,0.4,20
621,small-world,0.7,0.31699250014423125,0.5,20
622,small-world,0.7,0.31699250014423125,0.6,20
623,small-world,0.7,0.31699250014423125,0.7,20
624,small-world,0.7,0.4754887502163468,0.4,20
625,small-world,0.7,0.4754887502163468,0.5,20
626,small-world,0.7,0.4754887502163468,0.6,20
627,small-world,0.7,0.4754887502163468,0.7,20
628,small-world,0.7,0.6339850002884625,0.4,20
629,small-world,0.7,0.6339850002884625,0.5,20
630,small-world,0.7,0.6339850002884625,0.6,20
631,small-world,0.7,0.6339850002884625,0.7,20
632,small-world,0.7,0.792481250360578,0.4,20
633,small-world,0.7,0.792481250360578,0.5,20
634,small-world,0.7,0.792481250360578,0.6,20
635,small-world,0.7,0.792481250360578,0.7,20
636,small-world,0.7,0.9509775004326936,0.4,20
637,small-world,0.7,0.9509775004326936,0.5,20
638,small-world,0.7,0.9509775004326936,0.6,20
639,small-world,0.7,0.9509775004326936,0.7,20
640,small-world,0.4,0.31699250014423125,0.4,30
641,small-world,0.4,0.31699250014423125,0.5,30
642,small-world,0.4,0.31699250014423125,0.6,30
643,small-world,0.4,0.31699250014423125,0.7,30
644,small-world,0.4,0.4754887502163468,0.4,30
645,small-world,0.4,0.4754887502163468,0.5,30
646,small-world,0.4,0.4754887502163468,0.6,30
647,small-world,0.4,0.4754887502163468,0.7,30
648,small-world,0.4,0.6339850002884625,0.4,30
649,small-world,0.4,0.6339850002884625,0.5,30
650,small-world,0.4,0.6339850002884625,0.6,30
651,small-world,0.4,0.6339850002884625,0.7,30
652,small-world,0.4,0.792481250360578,0.4,30
653,small-world,0.4,0.792481250360578,0.5,30
654,small-world,0.4,0.792481250360578,0.6,30
655,small-world,0.4,0.792481250360578,0.7,30
656,small-world,0.4,0.9509775004326936,0.4,30
657,small-world,0.4,0.9509775004326936,0.5,30
658,small-world,0.4,0.9509775004326936,0.6,30
659,small-world,0.4,0.9509775004326936,0.7,30
660,small-world,0.5,0.31699250014423125,0.4,30
661,small-world,0.5,0.31699250014423125,0.5,30
662,small-world,0.5,0.31699250014423125,0.6,30
663,small-world,0.5,0.31699250014423125,0.7,30
664,small-world,0.5,0.4754887502163468,0.4,30
665,small-world,0.5,0.4754887502163468,0.5,30
666,small-world,0.5,0.4754887502163468,0.6,30
667,small-world,0.5,0.4754887502163468,0.7,30
668,small-world,0.5,0.6339850002884625,0.4,30
669,small-world,0.5,0.6339850002884625,0.5,30
670,small-world,0.5,0.6339850002884625,0.6,30
671,small-world,0.5,0.6339850002884625,0.7,30
672,small-world,0.5,0.792481250360578,0.4,30
673,small-world,0.5,0.792481250360578,0.5,30
674,small-world,0.5,0.792481250360578,0.6,30
675,small-world,0.5,0.792481250360578,0.7,30
676,small-world,0.5,0.9509775004326936,0.4,30
677,small-world,0.5,0.9509775004326936,0.5,30
678,small-world,0.5,0.9509775004326936,0.6,30
679,small-world,0.5,0.9509775004326936,0.7,30
680,small-world,0.6,0.31699250014423125,0.4,30
681,small-world,0.6,0.31699250014423125,0.5,30
682,small-world,0.6,0.31699250014423125,0.6,30
683,small-world,0.6,0.31699250014423125,0.7,30
684,small-world,0.6,0.4754887502163468,0.4,30
685,small-world,0.6,0.4754887502163468,0.5,30
686,small-world,0.6,0.4754887502163468,0.6,30
687,small-world,0.6,0.4754887502163468,0.7,30
688,small-world,0.6,0.6339850002884625,0.4,30
689,small-world,0.6,0.6339850002884625,0.5,30
690,small-world,0.6,0.6339850002884625,0.6,30
691,small-world,0.6,0.6339850002884625,0.7,30
692,small-world,0.6,0.792481250360578,0.4,30
693,small-world,0.6,0.792481250360578,0.5,30
694,small-world,0.6,0.792481250360578,0.6,30
695,small-world,0.6,0.792481250360578,0.7,30
696,small-world,0.6,0.9509775004326936,0.4,30
697,small-world,0.6,0.9509775004326936,0.5,30
698,small-world,0.6,0.9509775004326936,0.6,30
699,small-world,0.6,0.9509775004326936,0.7,30
700,small-world,0.7,0.31699250014423125,0.4,30
701,small-world,0.7,0.31699250014423125,0.5,30
702,small-world,0.7,0.31699250014423125,0.6,30
703,small-world,0.7,0.31699250014423125,0.7,30
704,small-world,0.7,0.4754887502163468,0.4,30
705,small-world,0.7,0.4754887502163468,0.5,30
706,small-world,0.7,0.4754887502163468,0.6,30
707,small-world,0.7,0.4754887502163468,0.7,30
708,small-world,0.7,0.6339850002884625,0.4,30
709,small-world,0.7,0.6339850002884625,0.5,30
710,small-world,0.7,0.6339850002884625,0.6,30
711,small-world,0.7,0.6339850002884625,0.7,30
712,small-world,0.7,0.792481250360578,0.4,30
713,small-world,0.7,0.792481250360578,0.5,30
714,small-world,0.7,0.792481250360578,0.6,30
715,small-world,0.7,0.792481250360578,0.7,30
716,small-world,0.7,0.9509775004326936,0.4,30
717,small-world,0.7,0.9509775004326936,0.5,30
718,small-world,0.7,0.9509775004326936,0.6,30
719,small-world,0.7,0.9509775004326936,0.7,30
